,recall,precision,pf,pci_20,ifa,wins
atlc.csv,0.66,0.33499999999999996,0.6499999999999999,0.52,2.0,2
miranda-icq.csv,0.505,0.45499999999999996,0.405,0.485,2.5,6
pclasses.csv,0.04,0.3,0.07,0.525,6.5,0
pfaedit.csv,0.365,0.45,0.15,0.49,2.0,8
rockbox.csv,0.585,0.375,0.33,0.42,2.0,4
theresa.csv,0.415,0.465,0.24,0.44999999999999996,1.5,9
thrust.csv,0.20500000000000002,0.31,0.24,0.85,3.0,3
tktoolkit.csv,0.47,0.29500000000000004,0.605,0.5449999999999999,5.0,1
trinitycore.csv,0.495,0.42,0.21,0.485,1.0,10
tzod.csv,0.56,0.45,0.315,0.49,2.5,7
yaprm.csv,0.365,0.41500000000000004,0.225,0.5900000000000001,3.5,5
