,f1,g,recall,precision,pf,wins
atlc.csv,0.41000000000000003,0.44,0.66,0.33499999999999996,0.6499999999999999,4
miranda-icq.csv,0.44,0.435,0.505,0.45499999999999996,0.405,5
pclasses.csv,0.07500000000000001,0.05,0.04,0.3,0.07,0
pfaedit.csv,0.355,0.41000000000000003,0.365,0.45,0.15,6
rockbox.csv,0.38,0.6,0.585,0.375,0.33,9
theresa.csv,0.365,0.455,0.415,0.465,0.24,7
thrust.csv,0.225,0.24,0.20500000000000002,0.31,0.24,1
tktoolkit.csv,0.38,0.425,0.47,0.29500000000000004,0.605,2
trinitycore.csv,0.355,0.515,0.495,0.42,0.21,8
tzod.csv,0.41500000000000004,0.555,0.56,0.45,0.315,10
yaprm.csv,0.27,0.36,0.365,0.41500000000000004,0.225,3
