,psycle.csv,ildjit.csv,jfreereport.csv,enlightenment.csv,empserver.csv,wxjs.csv,ffigo.csv,wikipediardware.csv
empserver.csv,0.75,0.72,0.62,0.66,0.54,0.4,0.59,0.63
enlightenment.csv,0.55,0.46,0.47,0.54,0.47,0.93,0.52,0.73
ffigo.csv,0.56,0.59,0.51,0.66,0.43,0.74,0.45,0.53
ildjit.csv,0.94,0.93,0.99,0.92,0.8,0.83,0.91,0.5
jfreereport.csv,0.75,0.7,0.99,0.81,0.62,0.66,0.66,0.76
psycle.csv,0.49,0.39,0.47,0.44,0.42,0.43,0.39,0.46
wikipediardware.csv,0.47,0.38,0.41,0.43,0.44,0.36,0.38,0.46
wxjs.csv,0.0,0.0,0.0,0.0,0.0,0.88,0.5,0.0
