,psycle.csv,ildjit.csv,jfreereport.csv,enlightenment.csv,empserver.csv,wxjs.csv,ffigo.csv,wikipediardware.csv
empserver.csv,0.73,0.88,0.69,0.67,0.03,0.58,0.63,0.73
enlightenment.csv,0.54,0.61,0.57,0.03,0.82,1.01,0.6,0.72
ffigo.csv,0.57,0.81,0.63,0.66,0.68,1.04,0.02,0.67
ildjit.csv,0.93,0.03,0.92,0.98,1.01,1.0,0.91,0.98
jfreereport.csv,0.9,0.52,0.11,0.78,0.82,0.49,0.83,0.87
psycle.csv,0.02,0.73,0.8,0.77,0.84,0.72,0.62,0.5
wikipediardware.csv,0.55,0.75,0.9,0.78,0.94,0.78,0.77,0.03
wxjs.csv,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
