,fontforge.csv,jfreereport.csv,freelords.csv,super-tux.csv
fontforge.csv,358.0,198.0,98.5,99.0
freelords.csv,283.0,6292.5,98.5,98.5
jfreereport.csv,229.0,959.0,98.5,98.5
super-tux.csv,814.5,2137.0,84.5,99.0
