,fontforge.csv,jfreereport.csv,freelords.csv,super-tux.csv
fontforge.csv,0.48,0.38,0.38,0.45
freelords.csv,0.86,0.42,0.47,0.45
jfreereport.csv,0.83,0.76,0.68,0.5
super-tux.csv,0.31,0.48,0.51,0.43
