,recall,precision,pf,wins
crux-framework.csv,0.265,0.315,0.28,4
exl.csv,0.725,0.31,0.52,5
ildjit.csv,0.15000000000000002,0.3,0.14,6
konversation.csv,0.52,0.33999999999999997,0.29500000000000004,9
ltp.csv,0.585,0.315,0.62,2
mcmc-jags.csv,0.83,0.445,0.6000000000000001,7
micomt.csv,0.8,0.46,0.585,8
migen.csv,0.5700000000000001,0.505,0.22,15
moviesandbox.csv,0.615,0.46499999999999997,0.30000000000000004,11
nebuladevice.csv,0.14500000000000002,0.11000000000000001,0.3,1
opengs.csv,0.67,0.515,0.3,14
openxava.csv,0.46499999999999997,0.27,0.365,3
passwordsafe.csv,0.76,0.5,0.5,10
phonon-vlc-mplayer.csv,0.595,0.575,0.35,13
sepgsql.csv,0.6499999999999999,0.45499999999999996,0.3,12
tcl.csv,0.41000000000000003,0.23,0.69,0
unflobtactical.csv,0.69,0.49,0.265,16
