,flylinkdc.csv,powerfolder-.csv,ltp.csv,pfaedit.csv,aime.csv,qtwin.csv
aime.csv,0.85,0.77,0.81,0.53,0.01,0.7
flylinkdc.csv,0.03,0.79,0.94,0.62,0.66,0.35
ltp.csv,0.78,0.79,0.02,0.91,0.86,0.95
pfaedit.csv,0.59,0.58,0.71,0.02,0.57,0.6
powerfolder-.csv,0.97,0.03,0.95,0.96,0.93,0.83
qtwin.csv,1.0,1.0,1.0,1.0,1.0,0.0
