,flylinkdc.csv,powerfolder-.csv,ltp.csv,pfaedit.csv,aime.csv,qtwin.csv
aime.csv,0.46,0.51,0.52,0.59,1.0,0.63
flylinkdc.csv,0.98,0.27,0.11,0.46,0.46,0.7
ltp.csv,0.28,0.3,1.0,0.11,0.17,0.2
pfaedit.csv,0.5,0.65,0.63,0.98,0.58,0.53
powerfolder-.csv,0.04,0.98,0.07,0.05,0.09,0.2
qtwin.csv,0.0,0.0,0.0,0.0,0.0,1.0
