,flylinkdc.csv,powerfolder-.csv,ltp.csv,pfaedit.csv,aime.csv,qtwin.csv
aime.csv,0.42,0.48,0.4,0.48,0.93,0.55
flylinkdc.csv,0.72,0.94,0.99,0.61,0.59,1.0
ltp.csv,0.96,0.66,0.45,0.83,0.83,0.82
pfaedit.csv,0.66,0.37,0.39,0.36,0.59,0.7
powerfolder-.csv,0.83,0.67,0.97,0.5,0.86,0.99
qtwin.csv,0.0,0.0,0.0,0.0,0.0,0.83
