,flylinkdc.csv,powerfolder-.csv,ltp.csv,pfaedit.csv,aime.csv,qtwin.csv
aime.csv,0.81,0.58,0.81,0.57,1.0,0.83
flylinkdc.csv,0.97,0.23,0.09,0.41,0.43,0.67
ltp.csv,0.24,0.26,1.0,0.09,0.14,0.17
pfaedit.csv,0.46,0.71,0.86,0.98,0.57,0.5
powerfolder-.csv,0.03,0.97,0.06,0.04,0.07,0.17
qtwin.csv,0.0,0.0,0.0,0.0,0.0,1.0
