,campsoft.csv,sevenupdate.csv,extprosys.csv,opennms.csv,rohxel.csv,japano.csv,encog-cs.csv,lockss.csv,officefloor.csv,freewrl.csv,roller.csv,aten.csv,xfce.csv,papertoolkit.csv,glas.csv,ibatisdb.csv,soar.csv,primefaces.csv,xcf.csv,web-cat.csv
encog-cs.csv,1.0,0.73,0.72,0.71,0.95,0.87,0.7,0.32,1.0,0.96,0.57,0.51,0.27,1.0,0.86,0.83,0.94,0.98,0.78,0.79
extprosys.csv,1.0,0.84,0.57,0.93,0.49,0.68,0.59,0.82,0.58,1.0,0.88,0.48,1.0,0.33,0.51,0.97,0.9,0.52,0.84,0.58
freewrl.csv,1.0,0.78,1.0,0.79,0.95,0.58,0.88,0.91,0.92,0.78,0.92,0.8,0.94,1.0,1.0,0.97,0.35,0.95,0.88,0.58
glas.csv,1.0,0.69,0.38,0.82,0.64,0.48,0.97,0.82,0.47,0.63,0.63,0.63,0.73,0.33,0.65,0.86,0.58,0.35,0.44,0.79
ibatisdb.csv,0.0,0.33,0.45,0.32,0.21,0.29,0.44,0.45,0.53,0.04,0.04,0.12,0.67,0.33,0.38,0.78,0.0,0.12,0.28,0.26
japano.csv,0.0,0.98,0.89,0.89,0.95,0.74,0.92,0.73,0.79,1.0,0.45,0.68,0.66,1.0,0.76,0.75,0.52,0.92,0.81,0.74
lockss.csv,1.0,0.27,0.47,0.54,0.46,0.54,0.45,0.59,0.76,0.22,0.57,0.41,0.51,1.0,0.14,0.42,0.39,0.3,0.53,0.58
officefloor.csv,1.0,0.22,0.28,0.25,0.03,0.46,0.42,0.23,0.66,0.0,0.69,0.51,0.63,0.0,0.14,0.53,0.39,0.1,0.28,0.53
opennms.csv,1.0,0.31,0.09,0.68,0.67,0.17,0.24,0.45,0.18,0.41,0.19,0.1,0.57,0.67,0.11,0.17,0.06,0.12,0.28,0.11
papertoolkit.csv,0.0,0.22,0.21,0.14,0.13,0.22,0.32,0.23,0.58,0.15,0.39,0.25,0.08,1.0,0.19,0.11,0.42,0.2,0.44,0.26
primefaces.csv,1.0,0.88,1.0,0.79,0.72,0.88,0.98,0.91,1.0,0.19,0.68,0.98,1.0,0.67,1.0,0.92,0.48,0.82,0.72,0.95
rohxel.csv,1.0,0.47,0.79,0.11,0.85,0.34,0.29,0.23,0.21,0.3,0.39,0.27,0.05,0.0,0.54,0.08,0.39,0.72,0.09,0.05
roller.csv,1.0,0.92,0.96,0.75,0.56,0.58,0.89,1.0,0.95,0.22,0.77,0.87,1.0,1.0,0.76,0.97,0.13,0.42,0.47,0.16
sevenupdate.csv,1.0,0.71,1.0,0.82,1.0,1.0,0.92,0.36,0.97,1.0,1.0,0.93,0.72,1.0,1.0,1.0,1.0,0.98,0.97,1.0
soar.csv,1.0,0.45,1.0,0.68,0.79,0.86,0.55,0.73,0.95,0.3,0.6,0.97,1.0,1.0,0.95,0.94,0.65,0.9,0.78,0.84
web-cat.csv,1.0,0.57,1.0,0.89,0.92,0.84,0.92,0.91,0.89,1.0,0.92,0.9,0.74,1.0,0.92,0.97,0.97,0.68,0.94,0.74
xcf.csv,0.0,0.43,0.55,0.57,0.74,0.56,0.62,0.45,0.84,0.67,0.88,0.64,0.47,0.33,0.84,0.97,0.87,0.15,0.81,0.89
xfce.csv,0.0,0.59,0.96,0.68,0.56,0.5,0.56,0.32,1.0,0.74,0.96,0.61,0.65,1.0,0.97,0.31,0.52,0.7,0.84,0.95
