,sabbu.csv,vxl.csv,jicarilla.csv,ossim.csv,zact.csv,optalgtoolkit.csv,projectts.csv,abbot.csv,haphazard.csv,ondex.csv
abbot.csv,4.0,2.0,4.0,96.0,20.0,0.0,1.0,0.0,2.0,6.0
haphazard.csv,5.0,21.0,69.0,12.0,125.0,0.0,1.0,61.0,0.0,9.0
jicarilla.csv,1.0,150.0,1.0,281.0,125.0,4.0,1.0,1.0,1.0,1.0
ondex.csv,2.0,5.0,69.0,281.0,16.0,0.0,0.0,1.0,0.0,0.0
optalgtoolkit.csv,4.0,0.0,4.0,58.0,16.0,0.0,1.0,1.0,0.0,2.0
ossim.csv,2.0,150.0,69.0,0.0,125.0,49.0,0.0,61.0,64.0,195.0
projectts.csv,4.0,0.0,2.0,25.0,12.0,0.0,0.0,1.0,0.0,2.0
sabbu.csv,0.0,0.0,1.0,45.0,7.0,0.0,2.0,2.0,0.0,0.0
vxl.csv,5.0,0.0,4.0,71.0,125.0,2.0,1.0,1.0,2.0,1.0
zact.csv,111.0,150.0,69.0,281.0,0.0,4.0,63.0,1.0,64.0,195.0
