,sabbu.csv,vxl.csv,jicarilla.csv,ossim.csv,zact.csv,optalgtoolkit.csv,projectts.csv,abbot.csv,haphazard.csv,ondex.csv
abbot.csv,0.19,0.54,0.24,0.81,0.43,0.68,0.7,0.98,0.23,0.48
haphazard.csv,0.03,0.14,0.0,0.06,0.0,0.05,0.35,0.0,1.0,0.09
jicarilla.csv,0.19,0.0,1.0,0.0,0.0,0.11,0.11,0.2,0.23,0.09
ondex.csv,0.48,0.05,0.0,0.0,0.57,0.05,0.03,0.64,0.69,0.91
optalgtoolkit.csv,0.81,0.62,0.21,0.44,0.86,0.84,0.41,0.32,0.23,0.7
ossim.csv,0.28,0.0,0.0,0.81,0.0,0.0,0.03,0.0,0.0,0.0
projectts.csv,0.81,1.0,0.58,0.88,0.86,0.79,0.97,0.86,0.92,0.76
sabbu.csv,0.93,0.41,0.15,0.56,0.71,0.26,0.32,0.34,0.46,0.61
vxl.csv,0.5,0.86,1.0,0.06,0.0,0.05,0.92,0.93,0.15,0.06
zact.csv,0.0,0.0,0.0,0.0,0.86,0.16,0.0,0.05,0.0,0.0
