,selenium.csv,pcgen.csv,autoopencas.csv,tolven.csv,nabu-library.csv
autoopencas.csv,0.0,5.0,3.0,13.0,2.0
nabu-library.csv,0.0,3.0,10.0,9.0,0.0
pcgen.csv,0.0,1.0,11.0,13.0,2.0
selenium.csv,1.0,0.0,0.0,12.0,29.0
tolven.csv,3.0,3.0,17.0,1.0,0.0
