,awemud.csv,tzod.csv,freebios.csv,k3b.csv,quarkplusplus.csv,powerfolder.csv,loki-lib.csv
awemud.csv,0.5,0.62,0.8,0.56,0.55,0.64,0.58
freebios.csv,0.73,0.93,0.31,0.7,0.89,1.11,0.75
k3b.csv,0.9,0.94,0.72,0.4,0.76,0.86,0.86
loki-lib.csv,0.55,0.55,0.87,0.58,0.71,0.45,0.49
powerfolder.csv,0.63,0.77,0.94,0.53,0.65,0.1,0.81
quarkplusplus.csv,0.65,0.82,0.9,0.58,0.51,0.28,0.72
tzod.csv,0.8,0.53,0.73,0.65,0.84,0.63,0.7
