,extprosys.csv,codeblocks.csv,qcad2.csv,fluidium.csv,haphazard.csv,silvertree.csv
codeblocks.csv,0.55,0.41,0.46,0.49,0.55,0.39
extprosys.csv,0.55,0.43,0.52,0.0,0.39,0.58
fluidium.csv,0.0,0.0,0.0,0.42,0.67,0.0
haphazard.csv,0.95,0.59,0.71,0.75,0.57,0.92
qcad2.csv,0.85,0.95,0.5,0.5,0.4,0.83
silvertree.csv,0.67,0.44,0.5,0.46,0.37,0.6
