,extprosys.csv,codeblocks.csv,qcad2.csv,fluidium.csv,haphazard.csv,silvertree.csv
codeblocks.csv,0.76,0.52,0.54,0.97,0.84,0.84
extprosys.csv,0.45,0.59,0.8,1.0,0.99,0.6
fluidium.csv,1.0,1.0,1.0,0.67,1.0,1.0
haphazard.csv,0.91,0.83,0.73,0.69,0.48,0.78
qcad2.csv,0.86,0.85,0.39,0.62,0.68,0.76
silvertree.csv,0.73,0.66,0.77,1.0,0.96,0.34
