,extprosys.csv,codeblocks.csv,qcad2.csv,fluidium.csv,haphazard.csv,silvertree.csv
codeblocks.csv,0.3,0.76,0.73,0.9,0.23,0.88
extprosys.csv,0.66,0.53,0.75,0.0,0.46,0.44
fluidium.csv,0.0,0.0,0.0,0.43,0.0,0.0
haphazard.csv,0.09,0.51,0.4,0.33,0.62,0.24
qcad2.csv,0.19,0.16,0.83,0.43,0.77,0.24
silvertree.csv,0.58,0.59,0.83,1.0,0.92,0.72
