,lazarus-ccr.csv,ontomorphtab.csv,linuxsh.csv,konversation.csv,xuggle.csv,moviesandbox.csv,migen.csv,firebreath.csv,scite-ru.csv,co-ode-owl-plugins.csv,opengs.csv,tokratan.csv,mvnforum.csv,vrjuggler.csv,gretl.csv,plplot.csv,alleg.csv,buddata-ebxml-registry.csv
alleg.csv,0.48,0.57,0.28,0.14,0.22,0.66,0.31,0.47,0.39,0.38,0.62,0.22,0.33,0.1,0.7,0.28,0.93,0.58
buddata-ebxml-registry.csv,0.63,0.77,0.29,0.21,0.2,0.72,0.61,0.56,0.45,0.28,0.57,0.2,0.44,0.35,0.91,0.42,0.76,1.0
co-ode-owl-plugins.csv,0.41,0.58,0.27,0.32,0.34,0.67,0.41,0.35,0.09,0.95,0.57,0.18,0.24,0.09,0.3,0.19,0.22,0.42
firebreath.csv,0.6,0.6,0.29,0.25,0.22,0.66,0.55,0.97,0.39,0.17,0.52,0.14,0.32,0.35,0.91,0.45,0.76,0.56
gretl.csv,0.62,0.74,0.23,0.25,0.18,0.72,0.64,0.54,0.41,0.29,0.54,0.18,0.48,0.34,0.99,0.44,0.74,0.88
konversation.csv,0.12,0.36,0.24,1.0,0.21,0.4,0.39,0.29,0.11,0.35,0.19,0.2,0.3,0.0,0.59,0.33,0.42,0.38
lazarus-ccr.csv,0.98,0.57,0.0,0.28,0.18,0.67,0.49,0.49,0.41,0.43,0.15,0.24,0.48,0.27,0.4,0.38,0.75,0.71
linuxsh.csv,0.56,0.62,0.95,0.25,0.2,0.6,0.59,0.48,0.39,0.13,0.55,0.36,0.54,0.41,0.75,0.32,0.54,0.8
migen.csv,0.24,0.38,0.2,0.39,0.23,0.25,0.99,0.21,0.17,0.13,0.53,0.23,0.27,0.0,0.49,0.32,0.55,0.4
moviesandbox.csv,0.5,0.63,0.35,0.36,0.38,0.99,0.53,0.36,0.15,0.09,0.51,0.38,0.47,0.11,0.39,0.31,0.36,0.38
mvnforum.csv,0.29,0.29,0.18,0.54,0.14,0.57,0.37,0.1,0.07,0.31,0.41,0.18,0.91,0.07,0.46,0.31,0.42,0.47
ontomorphtab.csv,0.54,0.99,0.3,0.32,0.4,0.65,0.62,0.54,0.0,0.24,0.64,0.23,0.45,0.17,0.71,0.51,0.58,0.75
opengs.csv,0.44,0.37,0.14,0.08,0.32,0.65,0.55,0.31,0.0,0.26,0.99,0.22,0.35,0.17,0.57,0.15,0.42,0.37
plplot.csv,0.65,0.74,0.29,0.3,0.31,0.71,0.59,0.57,0.39,0.09,0.63,0.23,0.39,0.29,0.9,0.95,0.77,0.59
scite-ru.csv,0.6,0.75,0.26,0.14,0.31,0.66,0.64,0.51,0.82,0.37,0.68,0.21,0.43,0.24,0.65,0.48,0.55,0.79
tokratan.csv,0.2,0.29,0.0,0.39,0.3,0.28,0.42,0.27,0.36,0.0,0.1,0.93,0.16,0.36,0.61,0.47,0.33,0.21
vrjuggler.csv,0.44,0.25,0.0,0.37,0.19,0.4,0.33,0.17,0.18,0.2,0.21,0.32,0.23,0.79,0.13,0.17,0.3,0.4
xuggle.csv,0.46,0.51,0.3,0.26,0.9,0.63,0.36,0.46,0.31,0.24,0.63,0.2,0.37,0.0,0.8,0.4,0.72,0.81
