,lazarus-ccr.csv,ontomorphtab.csv,linuxsh.csv,konversation.csv,xuggle.csv,moviesandbox.csv,migen.csv,firebreath.csv,scite-ru.csv,co-ode-owl-plugins.csv,opengs.csv,tokratan.csv,mvnforum.csv,vrjuggler.csv,gretl.csv,plplot.csv,alleg.csv,buddata-ebxml-registry.csv
alleg.csv,0.41,0.54,0.53,0.67,0.58,0.52,0.47,0.59,0.6,0.62,0.41,0.67,0.56,0.56,0.38,0.64,0.53,0.59
buddata-ebxml-registry.csv,0.35,0.45,0.44,0.42,0.48,0.39,0.37,0.41,0.36,0.39,0.35,0.42,0.32,0.36,0.44,0.51,0.45,0.34
co-ode-owl-plugins.csv,0.9,0.55,0.64,0.68,0.78,0.36,0.62,0.96,0.0,0.95,0.53,0.45,0.75,0.86,0.97,0.91,0.95,0.68
firebreath.csv,0.41,0.6,0.44,0.57,0.6,0.44,0.43,0.61,0.41,0.42,0.46,0.51,0.39,0.38,0.44,0.57,0.45,0.69
gretl.csv,0.38,0.43,0.44,0.42,0.52,0.38,0.38,0.42,0.42,0.38,0.39,0.41,0.33,0.36,0.44,0.47,0.42,0.34
konversation.csv,0.9,0.9,0.95,0.92,0.97,0.57,0.92,0.84,0.93,0.94,0.95,0.72,0.93,0.5,0.82,0.88,0.93,0.94
lazarus-ccr.csv,0.56,0.46,0.83,0.73,0.57,0.45,0.48,0.6,0.71,0.7,0.96,0.57,0.47,0.86,0.54,0.74,0.46,0.4
linuxsh.csv,0.5,0.6,0.9,0.57,0.58,0.43,0.45,0.53,0.36,0.5,0.39,0.6,0.41,0.48,0.54,0.62,0.56,0.4
migen.csv,0.8,0.67,0.64,0.65,0.76,0.91,0.55,0.94,0.67,0.81,0.56,0.61,0.83,0.86,0.67,0.8,0.74,0.89
moviesandbox.csv,0.92,0.53,0.76,0.56,0.69,0.51,0.52,0.72,0.83,0.8,0.88,0.51,0.65,0.67,0.95,0.94,0.8,0.76
mvnforum.csv,0.9,0.95,0.96,0.93,0.85,0.58,0.9,0.95,0.88,0.97,0.97,0.93,0.76,0.93,0.98,0.89,0.82,0.86
ontomorphtab.csv,0.39,0.44,0.33,0.56,0.68,0.36,0.41,0.44,0.5,0.87,0.4,0.42,0.42,0.86,0.36,0.64,0.47,0.4
opengs.csv,0.59,0.62,0.47,0.92,0.78,0.38,0.47,0.91,0.0,0.8,0.62,0.54,0.46,0.88,0.44,0.83,0.57,0.73
plplot.csv,0.38,0.49,0.45,0.54,0.57,0.44,0.4,0.62,0.42,0.49,0.4,0.46,0.37,0.4,0.45,0.68,0.45,0.55
scite-ru.csv,0.47,0.46,0.51,0.74,0.61,0.51,0.44,0.54,0.72,0.71,0.44,0.43,0.34,0.85,0.52,0.62,0.57,0.48
tokratan.csv,0.83,0.86,0.8,0.52,0.83,0.77,0.68,0.95,0.67,0.94,0.8,0.93,0.86,0.47,0.45,0.47,0.57,0.88
vrjuggler.csv,0.62,0.91,0.8,0.9,0.96,0.81,0.95,0.89,0.74,0.95,0.92,0.9,0.76,0.82,0.91,0.67,0.89,0.89
xuggle.csv,0.48,0.75,0.47,0.46,0.98,0.38,0.67,0.5,0.52,0.53,0.44,0.59,0.47,0.0,0.51,0.55,0.5,0.46
