,lazarus-ccr.csv,ontomorphtab.csv,linuxsh.csv,konversation.csv,xuggle.csv,moviesandbox.csv,migen.csv,firebreath.csv,scite-ru.csv,co-ode-owl-plugins.csv,opengs.csv,tokratan.csv,mvnforum.csv,vrjuggler.csv,gretl.csv,plplot.csv,alleg.csv,buddata-ebxml-registry.csv
alleg.csv,0.86,0.48,0.71,0.47,0.48,0.54,0.63,0.3,0.31,0.46,0.68,0.34,0.41,0.39,0.43,0.49,0.13,0.25
buddata-ebxml-registry.csv,1.0,0.86,1.0,1.0,1.0,1.0,0.98,1.0,1.0,0.99,0.95,0.95,0.98,1.0,1.0,1.0,1.0,0.0
co-ode-owl-plugins.csv,0.11,0.19,0.49,0.21,0.21,0.37,0.28,0.1,0.0,0.02,0.34,0.86,0.27,0.1,0.1,0.14,0.16,0.25
firebreath.csv,0.71,0.67,1.0,0.5,0.57,0.37,0.79,0.01,0.79,0.88,0.7,0.74,0.66,0.92,1.0,0.77,1.0,0.5
gretl.csv,0.64,0.9,0.93,0.79,0.92,0.89,0.74,0.74,0.65,0.95,0.9,0.94,0.89,0.88,0.03,0.51,0.89,0.75
konversation.csv,0.29,0.48,0.33,0.0,0.08,0.23,0.07,0.19,0.23,0.11,0.18,0.48,0.23,0.03,0.57,0.44,0.55,0.5
lazarus-ccr.csv,0.04,0.48,0.11,0.48,0.84,0.83,0.58,0.69,0.35,0.33,0.23,0.47,0.52,0.39,0.07,0.68,1.0,0.5
linuxsh.csv,0.54,0.48,0.0,0.64,0.7,0.89,0.72,0.54,0.87,0.41,0.74,0.35,0.57,0.64,0.77,0.72,0.47,0.5
migen.csv,0.21,0.14,0.62,0.28,0.19,0.11,0.0,0.09,0.02,0.26,0.38,0.26,0.18,0.12,0.27,0.09,0.47,0.25
moviesandbox.csv,0.11,0.1,0.4,0.22,0.2,0.0,0.19,0.23,0.08,0.04,0.05,0.3,0.25,0.03,0.17,0.21,0.38,0.25
mvnforum.csv,0.18,0.57,0.36,0.08,0.5,0.37,0.23,0.16,0.13,0.27,0.16,0.29,0.02,0.22,0.5,0.49,0.73,0.25
ontomorphtab.csv,0.5,0.05,0.62,0.21,0.15,0.34,0.47,0.36,0.04,0.2,0.57,0.55,0.45,0.08,0.2,0.09,0.42,0.5
opengs.csv,0.29,0.19,0.27,0.13,0.13,0.4,0.33,0.1,0.02,0.02,0.0,0.33,0.45,0.1,0.17,0.07,0.24,0.0
plplot.csv,0.86,0.67,0.96,0.37,0.38,0.51,0.7,0.21,0.62,0.71,0.66,0.68,0.7,0.73,1.0,0.0,0.98,0.5
scite-ru.csv,0.64,0.86,0.87,0.48,0.41,0.49,0.65,0.46,0.04,0.48,0.65,0.92,0.91,0.36,0.3,0.4,0.56,1.0
tokratan.csv,0.11,0.05,0.09,0.23,0.19,0.14,0.19,0.09,0.21,0.17,0.03,0.01,0.11,0.58,0.33,0.14,0.27,0.0
vrjuggler.csv,0.54,0.71,0.09,0.16,0.05,0.23,0.26,0.03,0.37,0.2,0.08,0.05,0.3,0.07,0.03,0.02,0.05,0.25
xuggle.csv,0.71,0.71,0.93,0.53,0.01,0.74,0.6,0.76,0.65,0.7,0.69,0.69,0.59,0.0,0.87,0.95,0.85,1.0
