,opentibia.csv,retromenu.csv,inkscape.csv,uwom-server.csv,projectts.csv,jhotdraw.csv,encog-cs.csv,jam-daq.csv,cubefs.csv,roolo.csv,ofbiz.csv,ibatisdb.csv,ninject.csv,trinitycore.csv,tango-cs.csv,oorexx.csv,geochat.csv,uface.csv
cubefs.csv,0.89,0.32,0.23,0.21,0.58,0.18,0.35,0.45,1.0,0.28,0.68,0.27,0.09,0.21,0.36,0.5,0.28,0.72
encog-cs.csv,0.92,0.32,0.52,0.22,0.52,0.18,1.0,0.47,0.66,0.35,0.67,0.27,0.08,0.21,0.38,0.69,0.19,0.63
geochat.csv,0.91,0.27,0.68,0.32,0.53,0.2,0.45,0.48,0.68,0.35,0.77,0.27,0.38,0.31,0.41,0.6,1.0,0.72
ibatisdb.csv,0.75,0.42,0.55,0.25,0.58,0.21,0.57,0.39,1.0,0.25,0.7,1.0,0.18,0.26,0.53,0.63,0.24,0.92
inkscape.csv,0.95,0.37,1.0,0.34,0.54,0.18,0.26,0.56,0.6,0.3,0.64,0.22,0.14,0.33,0.4,0.55,0.38,0.92
jam-daq.csv,0.91,0.47,0.67,0.3,0.82,0.27,0.44,1.0,0.74,0.5,0.71,0.16,0.12,0.3,0.42,0.75,0.18,0.69
jhotdraw.csv,0.81,0.58,0.27,0.21,1.0,1.0,0.8,0.5,0.6,0.45,0.89,0.33,0.18,0.24,0.49,0.71,0.2,0.5
ninject.csv,0.6,0.3,0.25,0.29,0.6,0.21,0.64,0.4,0.7,0.37,0.89,0.29,1.0,0.2,0.45,1.0,0.15,0.6
ofbiz.csv,0.97,0.46,0.64,0.33,0.52,0.26,0.44,0.57,1.0,0.33,1.0,0.39,0.13,0.33,0.43,0.59,0.28,0.92
oorexx.csv,0.92,0.4,0.63,0.31,0.62,0.2,0.4,0.49,0.72,0.25,0.7,0.35,0.12,0.31,0.41,0.97,0.24,0.71
opentibia.csv,1.0,0.36,0.59,0.24,0.58,0.2,0.43,0.53,0.71,0.42,0.68,0.32,0.12,0.24,0.37,0.59,0.23,0.77
projectts.csv,0.89,0.35,0.52,0.24,1.0,0.19,0.39,0.51,0.72,0.44,0.7,0.17,0.1,0.24,0.42,0.61,0.22,0.71
retromenu.csv,0.85,1.0,0.57,0.35,0.5,0.35,0.65,0.7,1.0,0.43,0.88,0.45,0.67,0.38,0.39,0.67,0.33,1.0
roolo.csv,0.88,0.5,0.5,0.06,0.0,0.23,0.26,0.69,0.75,1.0,0.6,0.19,0.11,0.1,0.5,0.5,0.13,0.43
tango-cs.csv,0.88,0.52,0.79,0.31,0.78,0.2,0.31,0.62,0.76,0.53,0.64,0.12,0.13,0.29,0.98,0.56,0.2,0.43
trinitycore.csv,0.81,0.4,0.6,0.91,0.6,0.21,0.32,0.5,0.66,0.5,0.68,0.1,0.09,1.0,0.41,0.57,0.18,0.49
uface.csv,0.86,0.34,0.6,0.25,0.57,0.19,0.42,0.47,0.78,0.29,0.73,0.34,0.09,0.25,0.39,0.57,0.26,1.0
uwom-server.csv,0.94,0.58,0.62,1.0,0.8,0.23,0.35,0.54,0.66,0.54,0.69,0.07,0.08,0.98,0.41,0.54,0.2,0.53
