,opentibia.csv,retromenu.csv,inkscape.csv,uwom-server.csv,projectts.csv,jhotdraw.csv,encog-cs.csv,jam-daq.csv,cubefs.csv,roolo.csv,ofbiz.csv,ibatisdb.csv,ninject.csv,trinitycore.csv,tango-cs.csv,oorexx.csv,geochat.csv,uface.csv
cubefs.csv,0.44,0.0,0.09,0.37,0.0,0.05,0.09,0.55,0.99,0.44,0.09,0.37,0.56,0.38,0.49,0.13,0.57,0.65
encog-cs.csv,0.45,0.17,0.36,0.46,0.45,0.27,1.0,0.48,0.13,0.13,0.54,0.38,0.39,0.46,0.05,0.53,0.45,0.09
geochat.csv,0.65,0.34,0.34,0.55,0.44,0.53,0.64,0.54,0.47,0.3,0.42,0.3,0.64,0.55,0.58,0.3,1.0,0.59
ibatisdb.csv,0.21,0.28,0.44,0.44,0.22,0.41,0.07,0.19,0.06,0.28,0.17,1.0,0.45,0.46,0.26,0.49,0.43,0.12
inkscape.csv,0.48,0.37,1.0,0.61,0.41,0.33,0.17,0.24,0.05,0.18,0.2,0.2,0.44,0.62,0.11,0.45,0.31,0.36
jam-daq.csv,0.41,0.78,0.23,0.27,0.28,0.41,0.34,1.0,0.3,0.34,0.21,0.2,0.24,0.26,0.46,0.2,0.2,0.27
jhotdraw.csv,0.36,0.38,0.09,0.37,0.04,1.0,0.07,0.09,0.19,0.63,0.05,0.1,0.45,0.18,0.48,0.46,0.42,0.06
ninject.csv,0.05,0.43,0.02,0.05,0.1,0.59,0.17,0.31,0.11,0.57,0.31,0.54,1.0,0.02,0.6,0.04,0.12,0.38
ofbiz.csv,0.45,0.74,0.61,0.69,0.38,0.62,0.51,0.21,0.05,0.06,1.0,0.69,0.61,0.69,0.24,0.39,0.27,0.48
oorexx.csv,0.64,0.69,0.65,0.64,0.61,0.61,0.58,0.6,0.6,0.4,0.58,0.72,0.69,0.66,0.58,0.99,0.52,0.52
opentibia.csv,1.0,0.54,0.33,0.44,0.37,0.6,0.6,0.63,0.36,0.65,0.56,0.66,0.71,0.46,0.45,0.17,0.13,0.71
projectts.csv,0.57,0.51,0.48,0.54,1.0,0.45,0.55,0.63,0.46,0.71,0.6,0.33,0.59,0.54,0.44,0.4,0.42,0.61
retromenu.csv,0.16,1.0,0.11,0.27,0.04,0.21,0.24,0.47,0.05,0.18,0.34,0.17,0.45,0.31,0.28,0.2,0.16,0.06
roolo.csv,0.21,0.67,0.14,0.02,0.0,0.22,0.17,0.24,0.22,1.0,0.21,0.25,0.44,0.05,0.26,0.2,0.12,0.23
tango-cs.csv,0.4,0.64,0.3,0.49,0.43,0.36,0.17,0.33,0.38,0.76,0.25,0.22,0.44,0.47,0.98,0.17,0.34,0.22
trinitycore.csv,0.19,0.51,0.17,0.9,0.1,0.5,0.48,0.62,0.48,0.76,0.56,0.19,0.43,1.0,0.57,0.39,0.41,0.32
uface.csv,0.0,0.42,0.33,0.05,0.0,0.45,0.59,0.27,0.55,0.45,0.64,0.71,0.43,0.05,0.53,0.0,0.44,1.0
uwom-server.csv,0.24,0.56,0.22,0.98,0.13,0.54,0.54,0.69,0.47,0.66,0.58,0.13,0.39,0.92,0.57,0.22,0.31,0.33
