,opentibia.csv,retromenu.csv,inkscape.csv,uwom-server.csv,projectts.csv,jhotdraw.csv,encog-cs.csv,jam-daq.csv,cubefs.csv,roolo.csv,ofbiz.csv,ibatisdb.csv,ninject.csv,trinitycore.csv,tango-cs.csv,oorexx.csv,geochat.csv,uface.csv
cubefs.csv,0.73,0.33,0.92,0.63,0.44,0.35,0.36,0.42,0.49,0.39,0.36,0.39,0.47,0.64,0.47,0.88,0.43,0.47
encog-cs.csv,0.68,0.35,0.74,0.64,0.67,0.39,0.62,0.42,0.47,0.42,0.59,0.46,0.44,0.61,0.35,0.69,0.51,0.47
geochat.csv,0.38,0.4,0.63,0.52,0.53,0.41,0.39,0.42,0.42,0.44,0.52,0.44,0.88,0.51,0.38,0.38,0.83,0.57
ibatisdb.csv,0.85,0.92,0.52,0.67,0.92,0.68,0.86,0.94,0.75,0.7,0.97,0.78,0.91,0.67,0.95,0.56,0.7,0.92
inkscape.csv,0.45,0.63,0.44,0.55,0.46,0.64,0.97,0.94,0.8,0.9,0.98,0.89,0.71,0.54,0.9,0.48,0.95,0.81
jam-daq.csv,0.53,0.34,0.92,0.86,0.91,0.7,0.8,0.51,0.67,0.83,0.85,0.74,0.88,0.93,0.58,0.88,0.82,0.81
jhotdraw.csv,0.78,0.75,0.91,0.69,0.0,0.98,0.8,0.83,0.95,0.66,0.89,0.89,0.91,0.91,0.59,0.71,0.66,0.9
ninject.csv,0.8,0.41,0.75,0.86,0.8,0.46,0.93,0.87,0.9,0.53,0.66,0.49,0.8,0.8,0.44,0.0,0.85,0.69
ofbiz.csv,0.44,0.35,0.43,0.43,0.52,0.5,0.6,0.93,0.67,0.67,0.44,0.46,0.57,0.44,0.95,0.73,0.92,0.64
oorexx.csv,0.43,0.43,0.38,0.51,0.48,0.41,0.5,0.46,0.43,0.44,0.49,0.51,0.53,0.51,0.43,0.49,0.59,0.51
opentibia.csv,0.43,0.32,0.37,0.45,0.4,0.39,0.53,0.53,0.77,0.47,0.43,0.39,0.41,0.45,0.59,0.39,0.38,0.4
projectts.csv,0.53,0.33,0.43,0.43,0.59,0.37,0.4,0.34,0.42,0.42,0.38,0.48,0.42,0.43,0.36,0.39,0.41,0.42
retromenu.csv,0.92,0.52,0.86,0.86,0.5,0.97,0.95,0.52,0.67,0.86,0.59,0.91,0.67,0.82,0.64,0.89,0.92,0.8
roolo.csv,0.94,0.43,0.9,0.94,0.0,0.98,0.97,0.92,0.95,0.8,0.97,0.77,0.74,0.95,0.95,0.92,0.96,0.91
tango-cs.csv,0.71,0.52,0.93,0.64,0.83,0.82,0.97,0.76,0.88,0.67,0.82,0.75,0.8,0.63,0.6,0.89,0.8,0.92
trinitycore.csv,0.81,0.56,0.9,0.82,0.8,0.71,0.52,0.47,0.51,0.62,0.5,0.73,0.43,0.8,0.43,0.57,0.65,0.82
uface.csv,0.46,0.34,0.38,0.42,0.44,0.33,0.53,0.36,0.55,0.4,0.35,0.38,0.38,0.42,0.48,0.4,0.36,0.38
uwom-server.csv,0.61,0.63,0.92,0.82,0.8,0.65,0.5,0.47,0.48,0.83,0.5,0.75,0.44,0.82,0.46,0.77,0.78,0.81
