,opentibia.csv,retromenu.csv,inkscape.csv,uwom-server.csv,projectts.csv,jhotdraw.csv,encog-cs.csv,jam-daq.csv,cubefs.csv,roolo.csv,ofbiz.csv,ibatisdb.csv,ninject.csv,trinitycore.csv,tango-cs.csv,oorexx.csv,geochat.csv,uface.csv
cubefs.csv,0.69,1.0,0.98,0.79,1.0,0.99,0.98,0.77,0.01,0.86,0.98,0.89,0.77,0.78,0.77,0.9,0.62,0.66
encog-cs.csv,0.64,0.96,0.79,0.77,0.8,0.93,0.0,0.84,0.99,0.97,0.74,0.89,0.9,0.78,0.99,0.59,0.87,0.99
geochat.csv,0.58,0.93,0.72,0.6,0.77,0.8,0.56,0.79,0.85,0.92,0.66,0.92,0.41,0.61,0.74,0.92,0.0,0.61
ibatisdb.csv,0.92,0.78,0.75,0.72,0.83,0.71,0.94,0.87,0.95,0.85,0.87,0.0,0.62,0.7,0.79,0.66,0.71,0.9
inkscape.csv,0.59,0.72,0.0,0.55,0.76,0.77,0.89,0.81,0.96,0.87,0.85,0.86,0.64,0.55,0.92,0.76,0.75,0.7
jam-daq.csv,0.67,0.47,0.82,0.79,0.76,0.67,0.73,0.0,0.77,0.72,0.83,0.89,0.81,0.8,0.69,0.84,0.87,0.8
jhotdraw.csv,0.87,0.68,0.96,0.78,0.97,0.0,0.94,0.93,0.88,0.56,0.96,0.92,0.62,0.87,0.63,0.63,0.77,0.96
ninject.csv,0.98,0.88,0.98,0.96,0.92,0.74,0.86,0.81,0.91,0.76,0.73,0.8,0.0,0.98,0.62,0.97,0.92,0.8
ofbiz.csv,0.61,0.48,0.61,0.56,0.79,0.55,0.62,0.83,0.96,0.95,0.0,0.48,0.54,0.55,0.82,0.73,0.79,0.58
oorexx.csv,0.54,0.59,0.64,0.61,0.66,0.69,0.65,0.73,0.67,0.91,0.68,0.55,0.58,0.59,0.69,0.04,0.69,0.64
opentibia.csv,0.0,0.8,0.91,0.86,0.9,0.68,0.59,0.6,0.74,0.62,0.7,0.72,0.55,0.85,0.74,0.96,0.97,0.52
projectts.csv,0.65,0.82,0.82,0.78,0.0,0.85,0.79,0.72,0.85,0.65,0.72,0.99,0.78,0.77,0.86,0.88,0.88,0.74
retromenu.csv,0.88,0.0,0.91,0.78,0.97,0.83,0.81,0.6,0.96,0.86,0.72,0.86,0.6,0.74,0.79,0.84,0.87,0.95
roolo.csv,0.84,0.46,0.9,0.99,1.0,0.82,0.89,0.8,0.82,0.0,0.86,0.85,0.67,0.97,0.79,0.87,0.92,0.97
tango-cs.csv,0.72,0.47,0.75,0.64,0.64,0.73,0.88,0.73,0.7,0.43,0.82,0.93,0.64,0.66,0.03,0.88,0.79,0.96
trinitycore.csv,0.88,0.62,0.87,0.11,0.92,0.66,0.77,0.71,0.84,0.48,0.75,0.99,0.87,0.0,0.77,0.75,0.83,0.96
uface.csv,1.0,0.87,0.91,0.99,1.0,0.86,0.61,0.93,0.58,0.84,0.73,0.67,0.87,0.99,0.72,1.0,0.86,0.0
uwom-server.csv,0.8,0.51,0.83,0.02,0.89,0.61,0.76,0.6,0.76,0.46,0.73,1.01,0.9,0.09,0.75,0.84,0.8,0.88
