,opentibia.csv,retromenu.csv,inkscape.csv,uwom-server.csv,projectts.csv,jhotdraw.csv,encog-cs.csv,jam-daq.csv,cubefs.csv,roolo.csv,ofbiz.csv,ibatisdb.csv,ninject.csv,trinitycore.csv,tango-cs.csv,oorexx.csv,geochat.csv,uface.csv
cubefs.csv,0.33,1.0,0.31,0.43,1.0,0.99,0.98,0.7,0.0,0.7,0.98,0.89,0.75,0.42,0.59,0.16,0.44,0.63
encog-cs.csv,0.25,0.96,0.41,0.55,0.59,0.93,0.0,0.83,0.97,0.97,0.62,0.89,0.87,0.57,0.99,0.32,0.76,0.98
geochat.csv,0.5,0.89,0.19,0.38,0.52,0.8,0.45,0.78,0.82,0.92,0.24,0.92,0.09,0.38,0.7,0.92,0.0,0.46
ibatisdb.csv,0.42,0.16,0.47,0.41,0.19,0.32,0.03,0.2,0.0,0.41,0.12,0.0,0.16,0.41,0.13,0.4,0.39,0.02
inkscape.csv,0.17,0.27,0.0,0.39,0.44,0.29,0.22,0.13,0.06,0.19,0.2,0.2,0.22,0.4,0.09,0.52,0.13,0.06
jam-daq.csv,0.25,0.44,0.12,0.18,0.07,0.22,0.21,0.0,0.21,0.16,0.15,0.3,0.13,0.17,0.41,0.08,0.23,0.2
jhotdraw.csv,0.58,0.11,0.25,0.41,0.0,0.0,0.01,0.06,0.24,0.43,0.01,0.06,0.16,0.15,0.3,0.24,0.48,0.09
ninject.csv,0.17,0.84,0.09,0.03,0.07,0.73,0.04,0.33,0.09,0.73,0.07,0.8,0.0,0.02,0.51,0.0,0.17,0.48
ofbiz.csv,0.08,0.44,0.5,0.51,0.44,0.4,0.35,0.11,0.0,0.05,0.0,0.39,0.36,0.49,0.17,0.36,0.18,0.07
oorexx.csv,0.42,0.56,0.59,0.54,0.59,0.64,0.52,0.7,0.59,0.73,0.57,0.51,0.55,0.53,0.59,0.04,0.51,0.41
opentibia.csv,0.0,0.8,0.91,0.84,0.89,0.61,0.46,0.5,0.29,0.57,0.59,0.72,0.51,0.83,0.49,0.96,0.97,0.46
projectts.csv,0.5,0.82,0.69,0.73,0.0,0.85,0.78,0.7,0.85,0.65,0.68,0.86,0.78,0.72,0.86,0.88,0.85,0.74
retromenu.csv,0.17,0.0,0.09,0.14,0.04,0.07,0.06,0.15,0.0,0.11,0.08,0.06,0.02,0.14,0.25,0.12,0.08,0.0
roolo.csv,0.17,0.31,0.16,0.09,0.0,0.15,0.21,0.07,0.15,0.0,0.25,0.33,0.31,0.11,0.14,0.24,0.2,0.57
tango-cs.csv,0.33,0.27,0.09,0.35,0.15,0.28,0.17,0.15,0.24,0.38,0.25,0.47,0.24,0.34,0.01,0.16,0.37,0.52
trinitycore.csv,0.25,0.33,0.12,0.03,0.07,0.41,0.58,0.69,0.76,0.46,0.69,0.53,0.87,0.0,0.74,0.4,0.57,0.69
uface.csv,1.0,0.87,0.91,0.99,1.0,0.85,0.47,0.93,0.32,0.68,0.72,0.67,0.87,0.99,0.57,1.0,0.86,0.0
uwom-server.csv,0.08,0.18,0.16,0.0,0.04,0.4,0.67,0.57,0.56,0.3,0.68,0.49,0.87,0.01,0.71,0.24,0.33,0.54
