,opentibia.csv,retromenu.csv,inkscape.csv,uwom-server.csv,projectts.csv,jhotdraw.csv,encog-cs.csv,jam-daq.csv,cubefs.csv,roolo.csv,ofbiz.csv,ibatisdb.csv,ninject.csv,trinitycore.csv,tango-cs.csv,oorexx.csv,geochat.csv,uface.csv
cubefs.csv,1.0,13.0,2.0,21.0,1.0,0.0,16.0,1.0,0.0,1.0,2.0,41.0,27.0,21.0,8.0,1.0,2.0,11.0
encog-cs.csv,0.0,13.0,1.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,17.0,30.0,5.0,0.0,0.0,15.0,0.0
geochat.csv,1.0,13.0,0.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,17.0,2.0,4.0,0.0,1.0,0.0,0.0
ibatisdb.csv,2.0,5.0,1.0,16.0,0.0,3.0,0.0,5.0,0.0,0.0,1.0,0.0,7.0,18.0,3.0,0.0,8.0,1.0
inkscape.csv,0.0,5.0,0.0,3.0,1.0,10.0,2.0,1.0,1.0,0.0,1.0,5.0,3.0,3.0,0.0,3.0,0.0,0.0
jam-daq.csv,0.0,1.0,0.0,2.0,0.0,8.0,2.0,0.0,1.0,0.0,0.0,17.0,7.0,2.0,0.0,1.0,16.0,6.0
jhotdraw.csv,0.0,2.0,4.0,10.0,0.0,0.0,1.0,1.0,4.0,0.0,1.0,4.0,9.0,13.0,0.0,0.0,10.0,5.0
ninject.csv,0.0,13.0,0.0,4.0,0.0,0.0,3.0,1.0,0.0,0.0,2.0,17.0,0.0,3.0,0.0,0.0,2.0,0.0
ofbiz.csv,0.0,10.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,7.0,9.0,1.0,0.0,0.0,1.0,0.0
oorexx.csv,1.0,8.0,1.0,18.0,0.0,0.0,1.0,0.0,0.0,5.0,1.0,2.0,19.0,18.0,0.0,0.0,8.0,0.0
opentibia.csv,0.0,7.0,2.0,8.0,1.0,10.0,2.0,1.0,0.0,0.0,9.0,7.0,8.0,8.0,0.0,1.0,16.0,0.0
projectts.csv,2.0,7.0,2.0,17.0,0.0,0.0,13.0,2.0,0.0,0.0,2.0,17.0,23.0,17.0,0.0,0.0,11.0,0.0
retromenu.csv,1.0,0.0,0.0,8.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,8.0,0.0,0.0,0.0,0.0
roolo.csv,0.0,6.0,2.0,14.0,63.0,0.0,19.0,0.0,0.0,0.0,2.0,19.0,16.0,10.0,3.0,4.0,11.0,0.0
tango-cs.csv,0.0,5.0,0.0,10.0,1.0,0.0,10.0,2.0,0.0,0.0,2.0,16.0,13.0,10.0,0.0,3.0,19.0,0.0
trinitycore.csv,0.0,13.0,1.0,0.0,1.0,0.0,20.0,1.0,0.0,0.0,2.0,34.0,32.0,0.0,0.0,2.0,15.0,16.0
uface.csv,0.0,8.0,4.0,14.0,1.0,2.0,2.0,1.0,0.0,2.0,1.0,2.0,26.0,14.0,0.0,1.0,6.0,0.0
uwom-server.csv,0.0,1.0,2.0,0.0,0.0,5.0,16.0,0.0,1.0,0.0,2.0,39.0,32.0,0.0,0.0,4.0,9.0,9.0
