,paintown.csv,smbopensoft.csv,triplea.csv,fbmanager.csv,bscwweasel.csv,retromenu.csv,capcode.csv,freenet.csv,boost-sandbox.csv,onotoa.csv,dspace-gsoc.csv,powerfolder.csv,megameknet.csv,ondex.csv,emite.csv,geogebra.csv,tweetsharp.csv,xamj.csv
boost-sandbox.csv,0.45,0.02,0.38,0.36,0.5,0.6,0.49,0.5,0.97,0.55,0.22,0.75,0.57,0.57,0.43,0.29,0.5,0.44
bscwweasel.csv,0.0,0.0,0.11,0.04,0.92,0.0,0.1,0.02,0.04,0.05,0.0,0.24,0.01,0.11,0.0,0.02,0.06,0.05
capcode.csv,0.16,0.01,0.37,0.32,0.44,0.06,1.0,0.24,0.15,0.17,0.47,0.24,0.31,0.31,0.44,0.26,0.48,0.33
dspace-gsoc.csv,0.37,0.62,0.34,0.48,0.65,0.27,0.49,0.45,0.13,0.1,1.0,0.61,0.46,0.46,0.12,0.51,0.28,0.38
emite.csv,0.36,0.24,0.56,0.24,0.23,0.22,0.36,0.38,0.41,0.45,0.22,0.45,0.39,0.34,0.98,0.41,0.17,0.35
fbmanager.csv,0.55,0.38,0.45,0.95,0.73,0.61,0.58,0.61,0.29,0.44,0.41,0.61,0.62,0.59,0.36,0.74,0.31,0.67
freenet.csv,0.49,0.45,0.55,0.52,0.57,0.6,0.53,0.98,0.4,0.53,0.47,0.82,0.65,0.63,0.65,0.64,0.38,0.56
geogebra.csv,0.32,0.04,0.42,0.43,0.29,0.43,0.39,0.42,0.18,0.56,0.46,0.38,0.47,0.38,0.35,0.94,0.23,0.35
megameknet.csv,0.5,0.18,0.55,0.18,0.49,0.56,0.51,0.53,0.5,0.48,0.35,0.73,0.95,0.41,0.19,0.65,0.23,0.52
ondex.csv,0.28,0.02,0.23,0.14,0.48,0.21,0.42,0.42,0.17,0.41,0.13,0.43,0.23,0.98,0.47,0.34,0.12,0.47
onotoa.csv,0.6,0.26,0.54,0.46,0.34,0.54,0.52,0.58,0.55,1.0,0.51,0.36,0.37,0.25,0.49,0.46,0.58,0.47
paintown.csv,0.99,0.42,0.55,0.57,0.62,0.71,0.54,0.6,0.47,0.54,0.37,0.48,0.7,0.56,0.55,0.71,0.53,0.65
powerfolder.csv,0.01,0.04,0.0,0.0,0.06,0.38,0.1,0.02,0.0,0.04,0.07,1.0,0.12,0.15,0.0,0.07,0.02,0.01
retromenu.csv,0.34,0.01,0.43,0.3,0.24,1.0,0.37,0.28,0.07,0.13,0.13,0.64,0.44,0.4,0.12,0.52,0.12,0.29
smbopensoft.csv,0.29,0.93,0.56,0.14,0.51,0.74,0.45,0.59,0.57,0.3,0.43,0.59,0.6,0.53,0.16,0.61,0.38,0.53
triplea.csv,0.65,0.59,0.95,0.66,0.52,0.63,0.52,0.62,0.52,0.45,0.54,0.75,0.58,0.56,0.39,0.65,0.34,0.64
tweetsharp.csv,0.51,0.0,0.51,0.38,0.58,0.62,0.29,0.49,0.34,0.4,0.41,0.63,0.58,0.57,0.48,0.55,0.97,0.56
xamj.csv,0.54,0.52,0.69,0.45,0.54,0.71,0.29,0.38,0.51,0.63,0.45,0.62,0.54,0.57,0.59,0.47,0.44,0.93
