,paintown.csv,smbopensoft.csv,triplea.csv,fbmanager.csv,bscwweasel.csv,retromenu.csv,capcode.csv,freenet.csv,boost-sandbox.csv,onotoa.csv,dspace-gsoc.csv,powerfolder.csv,megameknet.csv,ondex.csv,emite.csv,geogebra.csv,tweetsharp.csv,xamj.csv
boost-sandbox.csv,0.5,0.04,0.47,0.41,0.2,0.53,0.21,0.57,0.98,0.69,0.29,0.14,0.35,0.29,0.42,0.25,0.63,0.42
bscwweasel.csv,0.0,0.0,0.17,0.05,0.95,0.0,0.15,0.04,0.05,0.08,0.0,0.29,0.03,0.14,0.0,0.04,0.09,0.07
capcode.csv,0.2,0.02,0.42,0.34,0.27,0.08,1.0,0.31,0.21,0.22,0.59,0.11,0.18,0.26,0.42,0.21,0.58,0.34
dspace-gsoc.csv,0.44,0.64,0.4,0.53,0.32,0.24,0.21,0.54,0.18,0.15,1.0,0.13,0.41,0.24,0.16,0.4,0.35,0.35
emite.csv,0.42,0.33,0.61,0.27,0.13,0.17,0.17,0.47,0.5,0.55,0.29,0.14,0.23,0.21,0.98,0.26,0.23,0.34
fbmanager.csv,0.56,0.4,0.51,0.97,0.3,0.48,0.25,0.69,0.37,0.65,0.47,0.09,0.48,0.29,0.39,0.5,0.39,0.51
freenet.csv,0.49,0.65,0.63,0.55,0.23,0.5,0.24,0.99,0.5,0.71,0.66,0.14,0.41,0.33,0.6,0.41,0.47,0.49
geogebra.csv,0.4,0.06,0.49,0.5,0.19,0.43,0.18,0.73,0.25,0.81,0.54,0.07,0.5,0.33,0.48,0.95,0.31,0.45
megameknet.csv,0.49,0.26,0.6,0.25,0.31,0.43,0.24,0.6,0.63,0.59,0.41,0.12,0.96,0.22,0.22,0.42,0.31,0.45
ondex.csv,0.31,0.03,0.29,0.17,0.17,0.15,0.17,0.5,0.23,0.52,0.19,0.07,0.28,0.98,0.43,0.26,0.17,0.34
onotoa.csv,0.67,0.31,0.59,0.67,0.18,0.41,0.22,0.7,0.79,1.0,0.65,0.05,0.31,0.23,0.59,0.29,0.68,0.4
paintown.csv,0.99,0.49,0.6,0.58,0.24,0.55,0.24,0.66,0.61,0.7,0.46,0.06,0.46,0.27,0.53,0.47,0.67,0.52
powerfolder.csv,0.03,0.06,0.0,0.0,0.1,0.48,0.14,0.03,0.0,0.05,0.1,1.0,0.17,0.18,0.0,0.1,0.05,0.02
retromenu.csv,0.43,0.02,0.52,0.4,0.25,1.0,0.2,0.37,0.1,0.18,0.19,0.26,0.5,0.28,0.18,0.49,0.17,0.37
smbopensoft.csv,0.35,0.95,0.61,0.19,0.21,0.59,0.23,0.67,0.68,0.39,0.51,0.09,0.41,0.25,0.19,0.44,0.46,0.4
triplea.csv,0.63,0.6,0.97,0.67,0.24,0.5,0.22,0.75,0.62,0.57,0.61,0.14,0.46,0.27,0.4,0.43,0.42,0.48
tweetsharp.csv,0.5,0.65,0.57,0.41,0.24,0.51,0.17,0.56,0.77,0.58,0.47,0.09,0.36,0.28,0.53,0.33,0.98,0.43
xamj.csv,0.53,0.53,0.74,0.51,0.2,0.55,0.23,0.74,0.6,0.76,0.52,0.09,0.35,0.3,0.56,0.35,0.67,0.95
