,paintown.csv,smbopensoft.csv,triplea.csv,fbmanager.csv,bscwweasel.csv,retromenu.csv,capcode.csv,freenet.csv,boost-sandbox.csv,onotoa.csv,dspace-gsoc.csv,powerfolder.csv,megameknet.csv,ondex.csv,emite.csv,geogebra.csv,tweetsharp.csv,xamj.csv
boost-sandbox.csv,0.63,0.98,0.68,0.74,0.7,0.5,0.74,0.68,0.1,0.69,0.87,0.44,0.74,0.64,0.89,0.78,0.79,0.64
bscwweasel.csv,1.0,1.0,0.91,0.98,0.1,1.0,0.92,0.98,0.97,0.96,1.0,0.8,0.99,0.91,1.0,0.98,0.95,0.96
capcode.csv,0.89,0.99,0.81,0.84,0.64,0.95,0.0,0.84,0.88,0.94,0.85,0.81,0.88,0.75,0.73,0.82,0.78,0.73
dspace-gsoc.csv,0.69,0.47,0.79,0.62,0.48,0.84,0.73,0.63,0.93,0.93,0.0,0.51,0.61,0.72,0.91,0.59,0.95,0.71
emite.csv,0.71,0.8,0.66,0.87,0.84,0.93,0.8,0.69,0.69,0.67,0.87,0.62,0.84,0.77,0.03,0.76,0.92,0.73
fbmanager.csv,0.6,0.95,0.66,0.06,0.55,0.66,0.72,0.64,0.79,0.87,0.77,0.72,0.48,0.69,0.72,0.45,0.89,0.54
freenet.csv,0.74,0.86,0.75,0.61,0.65,0.75,0.8,0.03,0.86,0.78,0.85,0.52,0.59,0.72,0.58,0.58,0.79,0.78
geogebra.csv,0.73,0.97,0.67,0.64,0.94,0.88,0.93,0.88,0.86,0.78,0.64,0.91,0.59,0.68,0.93,0.07,0.82,0.91
megameknet.csv,0.79,0.85,0.7,0.85,0.59,0.71,0.66,0.57,0.79,0.64,0.85,0.5,0.06,0.75,0.88,0.55,0.81,0.58
ondex.csv,0.8,0.99,0.82,0.93,0.78,1.02,0.82,0.85,0.88,0.73,0.9,0.73,0.81,0.03,0.77,0.76,0.9,0.77
onotoa.csv,0.76,1.09,0.64,0.85,0.94,0.7,0.75,0.73,0.79,0.0,0.81,0.95,0.92,0.8,0.84,0.86,0.66,0.85
paintown.csv,0.01,0.65,0.6,0.59,0.65,0.57,0.79,0.57,0.83,0.74,0.7,0.84,0.51,0.75,0.58,0.48,0.77,0.51
powerfolder.csv,0.99,0.97,1.0,1.0,0.95,0.67,0.92,0.98,1.0,0.97,0.96,0.0,0.9,0.88,1.0,0.94,0.98,0.99
retromenu.csv,0.71,0.99,0.63,0.74,0.8,0.0,0.75,0.76,0.95,0.97,0.9,0.42,0.61,0.69,0.9,0.55,0.9,0.76
smbopensoft.csv,0.77,0.08,0.61,0.89,0.69,0.48,0.69,0.66,0.68,0.88,0.67,0.61,0.56,0.78,0.89,0.51,0.84,0.69
triplea.csv,0.51,0.69,0.06,0.48,0.63,0.69,0.76,0.7,0.66,0.72,0.69,0.46,0.52,0.7,0.72,0.52,0.83,0.58
tweetsharp.csv,0.67,1.0,0.76,0.77,0.62,0.54,0.81,0.71,0.91,0.92,0.77,0.69,0.66,0.75,0.84,0.75,0.13,0.76
xamj.csv,0.68,0.62,0.6,0.88,0.76,0.6,0.93,0.89,0.67,0.6,0.69,0.7,0.79,0.62,0.56,0.84,0.88,0.09
