,paintown.csv,smbopensoft.csv,triplea.csv,fbmanager.csv,bscwweasel.csv,retromenu.csv,capcode.csv,freenet.csv,boost-sandbox.csv,onotoa.csv,dspace-gsoc.csv,powerfolder.csv,megameknet.csv,ondex.csv,emite.csv,geogebra.csv,tweetsharp.csv,xamj.csv
boost-sandbox.csv,0.63,0.67,0.67,0.65,0.6,0.5,0.51,0.49,0.46,0.49,0.85,0.59,0.61,0.51,0.5,0.93,0.53,0.78
bscwweasel.csv,0.0,0.0,0.67,0.8,0.94,0.0,0.0,0.75,0.67,0.67,0.0,0.5,0.8,0.9,0.0,0.92,0.5,0.92
capcode.csv,0.96,0.5,0.57,0.92,0.78,0.67,0.92,0.99,0.93,0.94,0.4,0.93,0.81,0.97,0.68,0.96,0.57,0.96
dspace-gsoc.csv,0.67,0.46,0.61,0.43,0.47,0.71,0.41,0.54,0.95,0.88,0.39,0.57,0.58,0.44,0.86,0.54,0.5,0.64
emite.csv,0.75,0.96,0.4,0.94,0.78,0.72,0.58,0.67,0.75,0.6,0.85,0.87,0.65,0.61,0.57,0.59,0.91,0.77
fbmanager.csv,0.52,0.42,0.53,0.47,0.54,0.43,0.42,0.35,0.68,0.4,0.39,0.43,0.56,0.36,0.65,0.43,0.5,0.53
freenet.csv,0.59,0.3,0.37,0.61,0.51,0.39,0.43,0.43,0.56,0.4,0.35,0.5,0.61,0.39,0.48,0.54,0.5,0.52
geogebra.csv,0.81,0.8,0.65,0.67,0.49,0.41,0.45,0.4,0.95,0.42,0.45,0.4,0.69,0.94,0.46,0.76,0.8,0.51
megameknet.csv,0.6,0.94,0.45,0.83,0.68,0.45,0.41,0.5,0.51,0.61,0.5,0.57,0.7,0.5,0.93,0.56,0.89,0.49
ondex.csv,0.91,0.95,0.89,0.92,0.69,0.66,0.57,0.62,0.95,0.79,0.83,0.72,0.96,0.97,0.66,0.81,0.75,0.76
onotoa.csv,0.48,0.44,0.46,0.43,0.5,0.54,0.53,0.48,0.46,0.39,0.42,0.41,0.54,0.96,0.42,0.52,0.56,0.57
paintown.csv,0.51,0.66,0.44,0.52,0.45,0.37,0.39,0.44,0.41,0.42,0.56,0.35,0.44,0.37,0.55,0.49,0.39,0.51
powerfolder.csv,0.0,0.8,0.0,0.0,0.0,0.88,0.5,0.83,0.0,0.5,0.8,0.8,0.92,0.92,0.0,0.89,0.0,0.67
retromenu.csv,0.64,0.0,0.57,0.64,0.92,0.52,0.46,0.75,0.86,0.93,0.83,0.89,0.78,0.59,0.67,0.63,0.75,0.97
smbopensoft.csv,0.97,0.45,0.52,0.88,0.77,0.41,0.61,0.41,0.4,0.79,0.63,0.63,0.67,0.37,0.92,0.58,0.61,0.67
triplea.csv,0.49,0.36,0.4,0.44,0.52,0.36,0.4,0.35,0.52,0.46,0.47,0.52,0.5,0.43,0.67,0.45,0.55,0.52
tweetsharp.csv,0.64,0.27,0.45,0.68,0.64,0.57,0.75,0.55,0.45,0.51,0.52,0.4,0.62,0.44,0.44,0.53,0.48,0.61
xamj.csv,0.62,0.52,0.39,0.55,0.59,0.39,0.4,0.38,0.51,0.48,0.59,0.46,0.55,0.52,0.58,0.46,0.41,0.67
