,paintown.csv,smbopensoft.csv,triplea.csv,fbmanager.csv,bscwweasel.csv,retromenu.csv,capcode.csv,freenet.csv,boost-sandbox.csv,onotoa.csv,dspace-gsoc.csv,powerfolder.csv,megameknet.csv,ondex.csv,emite.csv,geogebra.csv,tweetsharp.csv,xamj.csv
boost-sandbox.csv,0.4,0.02,0.34,0.32,0.5,0.57,0.5,0.49,0.99,0.59,0.19,0.8,0.71,0.58,0.52,0.25,0.57,0.4
bscwweasel.csv,0.0,0.0,0.09,0.03,0.9,0.0,0.08,0.02,0.03,0.04,0.0,0.2,0.01,0.09,0.0,0.02,0.05,0.04
capcode.csv,0.13,0.01,0.34,0.29,0.4,0.05,1.0,0.21,0.12,0.14,0.58,0.2,0.28,0.27,0.42,0.22,0.5,0.29
dspace-gsoc.csv,0.32,0.59,0.31,0.44,0.65,0.24,0.5,0.4,0.11,0.08,1.0,0.6,0.42,0.45,0.1,0.47,0.26,0.34
emite.csv,0.31,0.2,0.59,0.21,0.2,0.19,0.33,0.34,0.37,0.41,0.19,0.4,0.38,0.3,0.97,0.38,0.14,0.31
fbmanager.csv,0.54,0.46,0.41,0.94,0.85,0.71,0.67,0.67,0.25,0.55,0.39,0.8,0.59,0.67,0.32,0.78,0.29,0.71
freenet.csv,0.51,0.91,0.66,0.5,0.6,0.86,0.75,0.98,0.4,0.64,0.69,1.0,0.72,0.88,0.71,0.69,0.36,0.91
geogebra.csv,0.28,0.03,0.38,0.38,0.8,0.76,0.58,0.83,0.15,0.8,0.42,0.8,0.42,0.33,0.68,0.93,0.19,0.9
megameknet.csv,0.56,0.15,0.59,0.15,0.45,0.62,0.5,0.49,0.57,0.45,0.33,0.8,0.94,0.39,0.16,0.68,0.19,0.49
ondex.csv,0.24,0.02,0.19,0.12,0.5,0.19,0.42,0.44,0.14,0.38,0.11,0.4,0.19,0.97,0.48,0.3,0.1,0.48
onotoa.csv,0.91,0.35,0.53,0.88,0.7,0.57,0.58,0.73,0.83,1.0,0.67,0.6,0.75,0.21,0.87,0.64,0.62,0.72
paintown.csv,0.99,0.37,0.53,0.56,0.7,0.81,0.75,0.6,0.54,0.61,0.33,0.6,0.75,0.67,0.52,0.74,0.62,0.66
powerfolder.csv,0.01,0.03,0.0,0.0,0.05,0.33,0.08,0.02,0.0,0.03,0.06,1.0,0.1,0.12,0.0,0.06,0.02,0.01
retromenu.csv,0.29,0.01,0.38,0.26,0.2,1.0,0.33,0.24,0.06,0.11,0.11,0.6,0.39,0.36,0.1,0.47,0.1,0.25
smbopensoft.csv,0.25,0.92,0.56,0.12,0.5,0.81,0.42,0.65,0.61,0.27,0.39,0.6,0.59,0.64,0.13,0.6,0.36,0.55
triplea.csv,0.65,0.7,0.94,0.65,0.5,0.81,0.58,0.8,0.52,0.43,0.56,0.8,0.55,0.61,0.35,0.66,0.31,0.68
tweetsharp.csv,0.5,0.98,0.56,0.35,0.6,0.62,0.25,0.49,0.83,0.47,0.39,0.8,0.62,0.7,0.74,0.67,1.0,0.72
xamj.csv,0.56,0.5,0.81,0.59,0.65,0.86,0.83,0.85,0.5,0.68,0.42,0.8,0.75,0.58,0.58,0.84,0.64,0.91
