,gtad.csv,projectts.csv,scen-connect.csv,wxlua.csv,ipfire-wall.csv,cubefs.csv,mumble.csv,irplus.csv,powerfolder.csv,smartgwt.csv,ondex.csv,fleet-simulator.csv,hibernate.csv,geogebra.csv,quantlib.csv,tweetsharp.csv
cubefs.csv,0.72,0.64,0.56,0.84,1.01,0.03,0.63,0.71,0.44,0.4,0.75,0.21,0.63,0.64,0.79,0.54
fleet-simulator.csv,1.0,1.0,0.59,0.65,0.67,0.59,0.74,0.77,0.77,0.4,0.67,0.0,0.64,0.66,0.71,0.77
geogebra.csv,0.5,0.97,0.95,0.98,0.89,0.7,0.86,0.95,0.93,0.45,0.92,1.0,0.88,0.11,0.92,0.89
gtad.csv,0.0,1.0,0.72,0.95,0.78,0.77,0.8,0.64,0.82,0.75,0.7,0.46,0.77,0.68,0.96,0.83
hibernate.csv,0.68,0.61,0.36,0.71,0.79,0.77,0.68,0.76,0.62,0.47,0.62,0.48,0.05,0.66,0.8,0.75
ipfire-wall.csv,0.25,0.85,0.03,0.48,0.06,0.87,0.46,0.76,0.47,0.91,0.86,0.72,0.65,0.6,0.79,0.74
irplus.csv,0.38,0.79,0.02,0.85,0.67,0.72,0.66,0.05,1.03,1.1,0.83,0.56,0.67,0.72,0.68,0.7
mumble.csv,0.53,0.98,0.3,0.85,0.85,0.81,0.04,0.54,0.26,0.33,0.67,0.65,0.63,0.66,0.84,0.84
ondex.csv,1.0,1.0,1.3,0.87,0.95,0.81,0.9,0.87,0.77,0.94,0.06,0.38,0.84,0.75,0.92,1.01
powerfolder.csv,1.0,1.0,1.0,1.0,1.0,0.99,1.0,1.0,0.0,0.8,1.0,1.0,0.98,0.9,1.0,1.0
projectts.csv,0.72,0.03,0.8,0.84,0.88,0.91,0.71,0.87,1.0,0.67,0.82,0.85,0.61,0.75,0.87,0.76
quantlib.csv,0.28,0.81,1.28,0.73,0.8,0.66,0.61,0.91,0.85,0.45,0.63,0.76,0.83,0.66,0.04,0.82
smartgwt.csv,0.9,0.89,1.24,0.64,0.77,0.81,0.9,0.6,0.47,0.08,0.61,1.0,0.6,0.7,0.93,0.62
tweetsharp.csv,0.55,0.86,1.29,0.63,0.95,0.75,0.84,0.71,0.89,0.8,0.67,1.39,0.63,0.76,0.75,0.07
wxlua.csv,0.9,0.74,1.38,0.13,0.76,0.92,0.64,0.83,1.22,1.08,0.85,0.21,0.84,0.89,0.75,0.94
