,gtad.csv,projectts.csv,scen-connect.csv,wxlua.csv,ipfire-wall.csv,cubefs.csv,mumble.csv,irplus.csv,powerfolder.csv,smartgwt.csv,ondex.csv,fleet-simulator.csv,hibernate.csv,geogebra.csv,quantlib.csv,tweetsharp.csv
cubefs.csv,0.07,0.69,0.06,0.39,0.0,0.99,0.4,0.38,0.16,0.57,0.22,0.9,0.42,0.39,0.22,0.68
fleet-simulator.csv,0.05,0.73,0.05,0.71,0.53,0.63,0.44,0.45,0.08,0.55,0.36,1.0,0.43,0.42,0.38,0.6
geogebra.csv,0.5,0.05,0.03,0.04,0.17,0.5,0.2,0.47,0.07,0.6,0.11,0.92,0.43,0.93,0.12,0.2
gtad.csv,1.0,0.0,0.04,0.09,0.35,0.37,0.3,0.44,0.07,0.39,0.35,0.7,0.35,0.44,0.08,0.29
hibernate.csv,0.06,0.66,0.08,0.56,0.29,0.38,0.36,0.33,0.09,0.52,0.33,0.69,0.97,0.33,0.21,0.4
ipfire-wall.csv,0.18,0.26,0.5,0.73,0.94,0.3,0.55,0.33,0.16,0.31,0.16,0.43,0.39,0.38,0.22,0.42
irplus.csv,0.13,0.35,0.67,0.72,0.4,0.49,0.39,0.96,0.0,0.15,0.18,0.62,0.38,0.29,0.29,0.58
mumble.csv,0.13,0.05,0.1,0.27,0.21,0.33,0.98,0.54,0.28,0.62,0.28,0.52,0.41,0.34,0.18,0.37
ondex.csv,0.0,0.0,0.0,0.24,0.1,0.46,0.15,0.37,0.07,0.09,0.97,0.96,0.34,0.26,0.11,0.0
powerfolder.csv,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,1.0,0.33,0.0,0.0,0.05,0.18,0.0,0.0
projectts.csv,0.05,0.99,0.04,0.48,0.4,0.82,0.45,0.47,0.06,0.41,0.28,0.45,0.45,0.36,0.2,0.78
quantlib.csv,0.17,0.32,0.0,0.44,0.28,0.72,0.47,0.41,0.06,0.58,0.29,0.88,0.4,0.33,0.96,0.31
smartgwt.csv,0.06,0.64,0.0,0.89,0.49,0.7,0.31,0.49,0.13,0.96,0.32,0.88,0.46,0.37,0.31,0.81
tweetsharp.csv,0.09,0.63,0.0,0.74,0.46,0.62,0.41,0.41,0.05,0.3,0.3,0.06,0.41,0.33,0.27,0.98
wxlua.csv,0.06,0.63,0.0,0.98,0.52,0.65,0.49,0.43,0.02,0.24,0.19,0.9,0.39,0.24,0.35,0.78
