,gtad.csv,projectts.csv,scen-connect.csv,wxlua.csv,ipfire-wall.csv,cubefs.csv,mumble.csv,irplus.csv,powerfolder.csv,smartgwt.csv,ondex.csv,fleet-simulator.csv,hibernate.csv,geogebra.csv,quantlib.csv,tweetsharp.csv
cubefs.csv,0.42,0.55,0.49,0.96,0.83,0.49,0.77,0.48,0.57,0.3,0.52,0.35,0.48,0.44,0.9,0.34
fleet-simulator.csv,0.34,0.44,0.49,0.51,0.41,0.58,0.41,0.37,0.33,0.28,0.37,0.3,0.43,0.41,0.36,0.42
geogebra.csv,0.5,0.5,0.39,0.5,0.8,0.6,0.94,0.38,0.39,0.63,0.95,0.34,0.49,0.77,0.9,0.86
gtad.csv,0.5,0.0,0.51,0.75,0.8,0.6,0.88,0.68,0.96,0.96,0.96,0.52,0.68,0.97,0.0,0.86
hibernate.csv,0.5,0.59,0.7,0.66,0.76,0.63,0.69,0.72,0.62,0.55,0.83,0.5,0.73,0.61,0.6,0.69
ipfire-wall.csv,0.55,0.89,0.67,0.61,0.56,0.75,0.57,0.7,0.79,0.66,0.97,0.67,0.73,0.62,0.84,0.67
irplus.csv,0.45,0.8,0.5,0.64,0.5,0.66,0.52,0.6,0.9,0.72,0.68,0.5,0.63,0.65,0.61,0.44
mumble.csv,0.92,0.8,0.53,0.8,0.9,0.76,0.62,0.45,0.75,0.39,0.68,0.53,0.53,0.61,0.78,0.53
ondex.csv,0.83,0.0,0.45,0.92,0.67,0.6,0.93,0.49,0.49,0.97,0.97,0.32,0.61,0.76,0.92,0.5
powerfolder.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.94,0.75,0.0,0.83,0.92,0.0,0.0
projectts.csv,0.55,0.61,0.38,0.85,0.43,0.43,0.48,0.38,0.35,0.67,0.36,0.76,0.48,0.46,0.54,0.42
quantlib.csv,0.55,0.85,0.47,0.65,0.82,0.47,0.72,0.43,0.46,0.56,0.59,0.38,0.54,0.68,0.92,0.9
smartgwt.csv,0.36,0.41,0.51,0.6,0.37,0.52,0.46,0.56,0.65,0.57,0.53,0.37,0.62,0.53,0.39,0.5
tweetsharp.csv,0.54,0.51,0.44,0.6,0.39,0.54,0.44,0.55,0.42,0.83,0.48,0.9,0.64,0.53,0.52,0.48
wxlua.csv,0.36,0.42,0.4,0.52,0.39,0.51,0.46,0.37,0.38,0.62,0.43,0.33,0.51,0.5,0.43,0.44
