,gtad.csv,projectts.csv,scen-connect.csv,wxlua.csv,ipfire-wall.csv,cubefs.csv,mumble.csv,irplus.csv,powerfolder.csv,smartgwt.csv,ondex.csv,fleet-simulator.csv,hibernate.csv,geogebra.csv,quantlib.csv,tweetsharp.csv
cubefs.csv,1.0,0.76,1.0,0.25,0.0,0.99,0.44,0.4,1.0,0.88,0.42,0.83,0.54,0.73,0.25,0.57
fleet-simulator.csv,1.0,1.0,1.0,0.58,0.83,0.53,0.8,0.64,0.8,0.85,0.94,1.0,0.65,0.86,0.88,0.52
geogebra.csv,0.5,0.03,1.0,0.02,0.11,0.38,0.16,0.8,0.8,0.56,0.09,0.98,0.86,0.89,0.08,0.12
gtad.csv,1.0,0.0,1.0,0.05,0.22,0.25,0.2,0.44,0.2,0.25,0.3,0.54,0.54,0.32,0.04,0.17
hibernate.csv,0.5,0.68,1.0,0.4,0.28,0.26,0.44,0.28,0.6,0.57,0.42,0.54,0.95,0.51,0.29,0.26
ipfire-wall.csv,1.0,0.16,1.0,0.59,0.94,0.21,0.6,0.32,0.6,0.69,0.15,0.28,0.42,0.5,0.25,0.29
irplus.csv,1.0,0.24,1.0,0.6,0.44,0.38,0.56,0.96,0.0,0.3,0.21,0.44,0.41,0.35,0.42,0.48
mumble.csv,0.5,0.03,1.0,0.16,0.17,0.22,0.96,0.6,0.8,0.73,0.39,0.35,0.44,0.4,0.21,0.26
ondex.csv,0.0,0.0,0.0,0.14,0.06,0.36,0.12,0.52,0.6,0.07,0.94,0.98,0.57,0.32,0.08,0.0
powerfolder.csv,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,1.0,0.2,0.0,0.0,0.02,0.1,0.0,0.0
projectts.csv,0.5,0.97,1.0,0.33,0.67,0.97,0.8,0.76,0.8,0.79,0.79,0.31,0.65,0.76,0.38,0.81
quantlib.csv,1.0,0.22,0.0,0.28,0.22,0.7,0.4,0.64,0.6,0.57,0.48,0.87,0.74,0.48,0.96,0.19
smartgwt.csv,1.0,0.76,0.0,0.85,0.83,0.73,0.56,0.56,0.8,0.92,0.67,0.91,0.68,0.76,0.83,0.83
tweetsharp.csv,1.0,0.73,0.0,0.61,0.89,0.57,0.8,0.48,0.4,0.58,0.7,0.04,0.5,0.68,0.5,0.98
wxlua.csv,1.0,0.68,0.0,0.98,0.89,0.66,0.84,0.64,0.2,0.56,0.45,0.83,0.71,0.5,0.83,0.86
