,gtad.csv,projectts.csv,scen-connect.csv,wxlua.csv,ipfire-wall.csv,cubefs.csv,mumble.csv,irplus.csv,powerfolder.csv,smartgwt.csv,ondex.csv,fleet-simulator.csv,hibernate.csv,geogebra.csv,quantlib.csv,tweetsharp.csv
cubefs.csv,0.04,0.64,0.03,0.88,0.0,0.99,0.37,0.37,0.09,0.42,0.15,0.98,0.34,0.26,0.2,0.83
fleet-simulator.csv,0.03,0.58,0.03,0.93,0.38,0.77,0.3,0.35,0.04,0.41,0.22,1.0,0.33,0.28,0.24,0.71
geogebra.csv,0.5,0.5,0.02,1.0,0.4,0.72,0.25,0.33,0.04,0.65,0.14,0.87,0.28,0.99,0.2,0.71
gtad.csv,1.0,0.0,0.02,1.0,0.8,0.76,0.62,0.44,0.04,0.85,0.42,1.0,0.26,0.74,1.0,1.0
hibernate.csv,0.03,0.64,0.04,0.92,0.29,0.74,0.31,0.39,0.05,0.47,0.27,0.97,0.99,0.25,0.17,0.85
ipfire-wall.csv,0.1,0.67,0.33,0.96,0.94,0.57,0.5,0.35,0.09,0.2,0.17,1.0,0.36,0.31,0.19,0.8
irplus.csv,0.07,0.6,0.5,0.9,0.36,0.71,0.3,0.96,0.0,0.1,0.15,1.0,0.35,0.25,0.23,0.74
mumble.csv,0.08,0.2,0.05,0.93,0.3,0.68,1.0,0.48,0.17,0.54,0.22,1.0,0.38,0.29,0.16,0.65
ondex.csv,0.0,0.0,0.0,0.92,0.33,0.62,0.2,0.29,0.04,0.16,1.0,0.95,0.24,0.22,0.15,0.0
powerfolder.csv,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.67,0.75,0.0,0.0
projectts.csv,0.03,1.0,0.02,0.88,0.29,0.71,0.31,0.34,0.03,0.28,0.17,0.81,0.34,0.23,0.13,0.76
quantlib.csv,0.09,0.62,0.0,0.96,0.36,0.73,0.56,0.3,0.03,0.59,0.21,0.89,0.27,0.25,0.96,0.8
smartgwt.csv,0.03,0.55,0.0,0.94,0.35,0.68,0.22,0.44,0.07,1.0,0.21,0.86,0.35,0.25,0.19,0.8
tweetsharp.csv,0.05,0.55,0.0,0.93,0.31,0.68,0.27,0.36,0.02,0.21,0.19,0.2,0.35,0.22,0.18,0.98
wxlua.csv,0.03,0.58,0.0,0.99,0.36,0.64,0.34,0.33,0.01,0.15,0.12,0.98,0.27,0.16,0.22,0.72
