,jahshakafx.csv,electric-core.csv,jython.csv,popeye-chess.csv,mvnforum.csv,plplot.csv,openmalaria.csv,dspace-gsoc.csv,kftpgrabber.csv,zxing.csv
dspace-gsoc.csv,0.54,0.34,0.11,0.81,0.31,0.38,0.78,0.77,0.48,0.79
electric-core.csv,0.31,0.41,0.13,0.65,0.34,0.5,0.5,0.68,0.49,0.9
jahshakafx.csv,0.58,0.4,0.12,0.77,0.3,0.43,0.7,0.68,0.54,0.85
jython.csv,0.28,0.37,0.44,0.64,0.26,0.25,0.42,0.57,0.33,0.86
kftpgrabber.csv,0.53,0.5,0.9,0.73,0.2,0.5,0.75,0.54,0.6,0.91
mvnforum.csv,0.09,0.12,0.42,0.32,0.45,0.23,0.26,0.62,0.2,0.69
openmalaria.csv,0.5,0.35,0.46,0.83,0.29,0.39,0.76,0.71,0.44,0.81
plplot.csv,0.31,0.21,0.12,0.62,0.3,0.59,0.48,0.65,0.33,0.85
popeye-chess.csv,0.4,0.44,0.64,0.63,0.19,0.45,0.62,0.74,0.61,0.87
zxing.csv,0.57,0.52,0.63,0.93,0.4,0.55,0.71,0.44,0.52,0.91
