,jahshakafx.csv,unladen-swallow.csv,reaper-ecad.csv,psycle.csv,emeraldemu.csv,open-beos.csv,cornerstone.csv,unimrcp.csv,nassp.csv,grafx2.csv,sbml.csv,frogatto.csv,netatalk.csv,quantlib.csv
cornerstone.csv,0.5,0.89,0.85,0.58,0.89,0.8,0.43,0.47,0.0,0.54,0.75,0.33,0.5,0.0
emeraldemu.csv,0.38,0.51,0.5,0.55,0.54,0.87,0.39,0.67,0.42,0.8,0.45,0.86,0.5,0.75
frogatto.csv,0.33,0.38,0.52,0.4,0.34,0.35,0.32,0.42,0.33,0.36,0.36,0.42,0.35,0.38
grafx2.csv,0.48,0.46,0.64,0.54,0.57,0.57,0.36,0.42,0.4,0.35,0.38,0.54,0.43,0.46
jahshakafx.csv,0.34,0.43,0.4,0.39,0.42,0.45,0.36,0.92,0.38,0.41,0.35,0.53,0.36,0.75
nassp.csv,0.45,0.68,0.75,0.47,0.73,0.91,0.94,0.5,0.43,0.34,0.52,0.58,0.41,0.94
netatalk.csv,0.43,0.47,0.53,0.5,0.4,0.41,0.41,0.63,0.36,0.31,0.4,0.56,0.42,0.38
open-beos.csv,0.38,0.41,0.57,0.47,0.37,0.49,0.57,0.39,0.47,0.5,0.41,0.46,0.4,0.47
psycle.csv,0.36,0.44,0.53,0.44,0.38,0.51,0.32,0.37,0.36,0.43,0.36,0.39,0.38,0.47
quantlib.csv,0.49,0.48,0.0,0.47,0.35,0.4,0.68,0.0,0.36,0.0,0.43,0.0,0.0,0.64
reaper-ecad.csv,0.57,1.0,0.6,0.97,0.89,0.96,0.92,0.0,0.0,0.0,0.78,0.62,0.5,0.0
sbml.csv,0.49,0.41,0.49,0.46,0.35,0.39,0.33,0.38,0.39,0.38,0.37,0.39,0.37,0.52
unimrcp.csv,0.46,0.48,0.55,0.45,0.47,0.55,0.34,0.4,0.37,0.43,0.47,0.4,0.53,0.36
unladen-swallow.csv,0.97,0.58,0.88,0.47,0.55,0.52,0.82,0.45,0.0,0.45,0.77,0.43,0.38,0.69
