,jahshakafx.csv,unladen-swallow.csv,reaper-ecad.csv,psycle.csv,emeraldemu.csv,open-beos.csv,cornerstone.csv,unimrcp.csv,nassp.csv,grafx2.csv,sbml.csv,frogatto.csv,netatalk.csv,quantlib.csv
cornerstone.csv,0.54,0.26,0.31,0.83,0.48,0.6,0.71,0.5,1.0,0.69,1.0,0.72,0.33,0.0
emeraldemu.csv,0.54,0.22,0.17,0.86,0.6,0.7,0.54,0.67,0.29,1.0,0.95,1.0,1.0,0.25
frogatto.csv,0.49,0.17,0.14,0.82,0.37,0.44,0.55,0.29,0.23,0.7,0.71,0.72,0.32,0.23
grafx2.csv,0.42,0.18,0.21,0.83,0.54,0.5,0.56,0.37,0.31,0.84,0.77,0.75,0.48,0.21
jahshakafx.csv,0.58,0.23,0.24,0.84,0.47,0.62,0.6,0.77,0.31,0.86,0.87,0.79,0.45,0.15
nassp.csv,0.55,0.25,0.25,0.86,0.55,0.62,0.75,0.3,0.48,0.84,0.94,0.63,0.41,0.69
netatalk.csv,0.43,0.13,0.13,0.73,0.38,0.43,0.49,0.33,0.23,0.77,0.79,0.81,0.47,0.23
open-beos.csv,0.51,0.2,0.19,0.84,0.39,0.61,0.61,0.28,0.33,0.57,0.86,0.71,0.33,0.24
psycle.csv,0.47,0.14,0.14,0.81,0.38,0.56,0.51,0.38,0.24,0.63,0.77,0.65,0.29,0.13
quantlib.csv,0.3,0.12,0.0,0.66,0.31,0.4,0.52,0.0,0.2,1.0,0.71,0.0,0.0,0.39
reaper-ecad.csv,0.65,0.29,0.32,0.91,0.7,0.87,0.85,0.0,0.0,0.0,1.0,0.92,1.0,0.0
sbml.csv,0.33,0.2,0.18,0.71,0.33,0.47,0.55,0.35,0.22,0.74,0.9,0.63,0.3,0.22
unimrcp.csv,0.4,0.18,0.26,0.79,0.51,0.55,0.51,0.47,0.32,0.91,0.9,0.6,0.47,0.22
unladen-swallow.csv,0.46,0.23,0.12,0.82,0.37,0.52,0.65,0.45,1.0,0.77,0.77,0.7,0.42,0.23
