,jedit.csv,jahshaka.csv,open-media-library.csv,benojt.csv,jatlas.csv,jam-daq.csv,chrysalis.csv
benojt.csv,0.85,1.0,1.0,0.0,0.97,0.96,0.98
chrysalis.csv,0.41,0.14,0.67,0.0,0.21,0.46,0.25
jahshaka.csv,0.16,0.27,0.54,0.0,0.48,0.78,0.54
jam-daq.csv,0.4,0.04,0.2,0.0,0.15,0.3,0.07
jatlas.csv,0.81,0.45,0.72,0.33,0.16,0.5,0.12
jedit.csv,0.21,0.55,0.52,1.0,0.79,0.98,0.75
open-media-library.csv,0.67,0.16,0.28,1.0,0.29,0.52,0.03
