,f1,g,recall,precision,pf,wins
array4j.csv,0.22999999999999998,0.355,0.405,0.155,0.375,2
bigdata.csv,0.305,0.515,0.535,0.21500000000000002,0.355,7
calcubetimer.csv,0.31,0.44,0.44499999999999995,0.215,0.46499999999999997,4
jas.csv,0.25,0.35,0.315,0.295,0.32499999999999996,3
jbpm.csv,0.07500000000000001,0.05,0.04,0.25,0.035,1
jgossipforum.csv,0.38,0.43,0.38,0.33,0.215,8
joustsim.csv,0.33,0.605,0.795,0.20500000000000002,0.505,11
madman.csv,0.15,0.275,0.25,0.185,0.505,0
mule.csv,0.35,0.475,0.435,0.3,0.24,9
nunit.csv,0.255,0.505,0.505,0.16499999999999998,0.36,5
piccolo2d.csv,0.375,0.445,0.425,0.345,0.18,10
sblim.csv,0.305,0.33499999999999996,0.29500000000000004,0.28500000000000003,0.145,6
