,array4j.csv,mule.csv,sblim.csv,piccolo2d.csv,jbpm.csv,calcubetimer.csv,jgossipforum.csv,joustsim.csv,madman.csv,bigdata.csv,jas.csv,nunit.csv
array4j.csv,0.52,0.84,0.9,0.78,0.93,1.06,0.52,0.67,1.0,0.73,0.44,0.76
bigdata.csv,0.72,0.68,0.81,0.59,0.77,0.71,0.8,0.51,1.0,0.56,0.58,0.56
calcubetimer.csv,0.79,0.64,0.71,0.88,0.51,0.16,1.0,0.48,0.98,0.76,1.0,0.65
jas.csv,0.8,0.92,0.54,1.01,0.58,1.28,0.6,0.91,0.5,0.72,0.17,0.81
jbpm.csv,0.89,0.96,0.91,1.0,0.27,0.96,1.0,0.92,1.0,0.91,1.01,0.98
jgossipforum.csv,0.78,0.62,0.51,0.85,0.84,0.77,0.07,0.64,0.36,0.81,1.0,0.63
joustsim.csv,0.82,0.82,0.89,0.76,0.46,0.51,0.44,0.16,0.58,0.79,0.46,0.69
madman.csv,0.77,0.89,0.74,0.82,0.89,1.05,0.95,0.92,0.24,0.95,1.0,0.83
mule.csv,0.73,0.52,0.82,0.68,0.44,0.57,0.82,0.46,0.81,0.76,0.65,0.38
nunit.csv,0.91,0.67,0.88,0.59,0.69,0.54,0.51,0.67,0.86,0.61,0.76,0.44
piccolo2d.csv,0.75,0.72,0.55,0.26,0.57,0.66,1.0,0.52,0.36,0.8,1.0,0.66
sblim.csv,0.94,0.71,0.24,0.48,0.58,0.82,1.01,0.58,0.77,0.92,1.01,0.69
