,recall,precision,pf,pci_20,ifa,wins
array4j.csv,0.405,0.155,0.375,0.625,12.0,0
bigdata.csv,0.535,0.21500000000000002,0.355,0.525,4.5,4
calcubetimer.csv,0.44499999999999995,0.215,0.46499999999999997,0.48,8.5,1
jas.csv,0.315,0.295,0.32499999999999996,0.765,1.5,9
jbpm.csv,0.04,0.25,0.035,0.74,2.5,8
jgossipforum.csv,0.38,0.33,0.215,0.745,3.0,10
joustsim.csv,0.795,0.20500000000000002,0.505,0.475,1.0,5
madman.csv,0.25,0.185,0.505,0.74,4.0,3
mule.csv,0.435,0.3,0.24,0.56,3.0,7
nunit.csv,0.505,0.16499999999999998,0.36,0.555,4.5,2
piccolo2d.csv,0.425,0.345,0.18,0.5,5.5,6
sblim.csv,0.29500000000000004,0.28500000000000003,0.145,0.79,2.0,11
