,openwbem.csv,nova.csv,crisscross.csv,mb-unit.csv,mvdsv.csv,ivataopenportal.csv,iaml.csv,cubefs.csv,elynx.csv,xcmetadataservicestoolkit.csv,olex2.csv
crisscross.csv,0.31,0.49,0.96,0.42,0.49,0.28,0.4,0.46,0.89,0.35,0.31
cubefs.csv,0.56,0.36,0.42,0.61,0.3,0.65,0.5,0.97,0.95,0.63,0.57
iaml.csv,0.56,0.34,0.71,0.57,0.77,0.48,0.96,0.35,0.0,0.52,0.61
ivataopenportal.csv,0.63,0.36,0.57,0.51,0.63,0.95,0.45,0.64,0.0,0.57,0.37
mb-unit.csv,0.35,0.27,0.57,0.98,0.71,0.44,0.4,0.63,0.84,0.58,0.59
mvdsv.csv,0.0,0.0,0.0,0.0,1.0,0.0,0.01,0.0,0.0,0.0,0.02
nova.csv,0.63,0.93,0.73,0.52,0.0,0.55,0.46,0.64,0.65,0.53,0.63
olex2.csv,0.4,0.1,0.33,0.42,0.67,0.19,0.28,0.39,0.89,0.6,0.99
openwbem.csv,0.9,0.09,0.61,0.55,0.33,0.45,0.34,0.5,0.0,0.45,0.48
xcmetadataservicestoolkit.csv,0.58,0.18,0.63,0.52,0.81,0.55,0.52,0.34,0.0,0.98,0.41
