,openwbem.csv,nova.csv,crisscross.csv,mb-unit.csv,mvdsv.csv,ivataopenportal.csv,iaml.csv,cubefs.csv,elynx.csv,xcmetadataservicestoolkit.csv,olex2.csv
crisscross.csv,0.38,0.32,1.0,0.91,0.1,0.57,0.6,0.71,0.04,0.68,0.46
cubefs.csv,0.41,0.57,0.21,0.92,0.04,0.6,0.54,0.99,0.08,0.83,0.52
iaml.csv,0.36,0.19,0.23,0.87,0.14,0.48,0.99,0.64,0.0,0.71,0.49
ivataopenportal.csv,0.43,0.4,0.18,0.85,0.12,0.97,0.52,0.74,0.0,0.74,0.46
mb-unit.csv,0.37,0.75,0.21,0.99,0.12,0.54,0.65,0.74,0.03,0.76,0.61
mvdsv.csv,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
nova.csv,0.43,0.92,0.27,0.85,0.0,0.51,0.56,0.75,0.02,0.71,0.51
olex2.csv,0.48,0.5,0.16,0.89,0.16,0.58,0.49,0.69,0.04,0.76,0.95
openwbem.csv,0.98,0.16,0.2,0.86,0.05,0.45,0.52,0.71,0.0,0.77,0.42
xcmetadataservicestoolkit.csv,0.44,0.18,0.2,0.89,0.15,0.52,0.57,0.77,0.0,1.0,0.59
