,openwbem.csv,nova.csv,crisscross.csv,mb-unit.csv,mvdsv.csv,ivataopenportal.csv,iaml.csv,cubefs.csv,elynx.csv,xcmetadataservicestoolkit.csv,olex2.csv
crisscross.csv,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,6.0,1.0,1.0
cubefs.csv,3.0,1.0,11.0,0.0,22.0,0.0,0.0,0.0,1.0,0.0,2.0
iaml.csv,0.0,14.0,5.0,0.0,10.0,0.0,0.0,0.0,59.0,0.0,0.0
ivataopenportal.csv,2.0,2.0,42.0,0.0,28.0,0.0,0.0,0.0,59.0,0.0,3.0
mb-unit.csv,0.0,0.0,3.0,0.0,9.0,0.0,0.0,0.0,4.0,0.0,2.0
mvdsv.csv,604.0,56.0,120.0,680.0,0.0,215.0,0.0,110.0,59.0,54.0,0.0
nova.csv,0.0,0.0,5.0,0.0,68.0,0.0,0.0,0.0,10.0,0.0,1.0
olex2.csv,3.0,1.0,16.0,0.0,19.0,1.0,0.0,0.0,4.0,0.0,0.0
openwbem.csv,0.0,17.0,16.0,0.0,42.0,0.0,0.0,0.0,59.0,0.0,4.0
xcmetadataservicestoolkit.csv,0.0,3.0,7.0,0.0,14.0,0.0,0.0,1.0,59.0,0.0,2.0
