,openwbem.csv,nova.csv,crisscross.csv,mb-unit.csv,mvdsv.csv,ivataopenportal.csv,iaml.csv,cubefs.csv,elynx.csv,xcmetadataservicestoolkit.csv,olex2.csv
crisscross.csv,0.27,0.46,0.95,0.38,1.0,0.24,0.36,0.44,1.0,0.32,0.27
cubefs.csv,0.56,0.31,0.38,0.59,0.33,0.7,0.66,0.97,1.0,0.62,0.58
iaml.csv,0.64,0.31,0.9,0.61,1.0,0.5,0.96,0.32,0.0,0.68,0.73
ivataopenportal.csv,0.67,0.31,0.67,0.74,0.67,0.95,0.46,0.77,0.0,0.78,0.9
mb-unit.csv,0.94,0.23,0.57,0.99,1.0,0.95,0.36,0.84,1.0,0.62,0.57
mvdsv.csv,0.0,0.0,0.0,0.0,1.0,0.0,0.01,0.0,0.0,0.0,0.02
nova.csv,0.68,0.92,0.81,0.54,0.0,0.63,0.45,0.7,1.0,0.62,0.77
olex2.csv,0.36,0.08,0.29,0.38,0.67,0.16,0.24,0.35,1.0,0.65,1.0
openwbem.csv,0.88,0.62,0.71,0.62,0.33,0.6,0.31,0.88,0.0,0.42,0.63
xcmetadataservicestoolkit.csv,0.58,0.15,0.81,0.5,1.0,0.73,0.54,0.3,0.0,0.98,0.37
