,beast-mcmc.csv,openefm.csv,jrefactory.csv,jsecurity.csv,sidekar.csv,libopenmetaverse.csv,mobicents.csv,cuberok.csv,jgnash.csv,jbasic.csv,apertium.csv,yarp0.csv,exist.csv,mp-rechnungs-und-kundenverwaltung.csv,wheat.csv,ingex.csv,power-architect.csv,javaprofiler.csv
apertium.csv,0.54,0.9,0.54,0.95,0.45,0.79,0.66,0.75,0.51,0.5,0.71,0.86,0.7,0.38,0.91,0.0,0.48,0.83
beast-mcmc.csv,0.51,0.39,0.39,0.48,0.52,0.44,0.41,0.42,0.48,0.41,0.41,0.46,0.34,0.35,0.37,0.33,0.37,0.5
cuberok.csv,0.61,0.41,0.53,0.56,0.57,0.48,0.51,0.54,0.52,0.55,0.63,0.44,0.41,0.56,0.5,0.61,0.5,0.59
exist.csv,0.36,0.36,0.39,0.47,0.46,0.36,0.37,0.38,0.41,0.43,0.43,0.38,0.41,0.37,0.33,0.34,0.37,0.4
ingex.csv,0.38,0.67,0.57,0.62,0.51,0.45,0.43,0.5,0.42,0.43,0.71,0.48,0.51,0.35,0.46,0.39,0.43,0.61
javaprofiler.csv,0.48,0.38,0.46,0.47,0.49,0.43,0.4,0.49,0.49,0.45,0.42,0.4,0.35,0.46,0.4,0.43,0.45,0.51
jbasic.csv,0.38,0.44,0.46,0.58,0.45,0.44,0.39,0.48,0.4,0.51,0.44,0.43,0.36,0.37,0.88,0.34,0.35,0.58
jgnash.csv,0.42,0.47,0.41,0.42,0.39,0.55,0.42,0.4,0.58,0.61,0.55,0.35,0.47,0.52,0.33,0.33,0.52,0.56
jrefactory.csv,0.43,0.56,0.5,0.54,0.56,0.67,0.67,0.39,0.7,0.63,0.58,0.41,0.91,0.64,0.38,0.38,0.69,0.45
jsecurity.csv,0.95,0.55,0.5,0.46,0.94,0.46,0.61,0.59,0.45,0.92,0.67,0.8,0.52,0.5,0.89,0.59,0.72,0.7
libopenmetaverse.csv,0.33,0.36,0.38,0.46,0.46,0.52,0.36,0.41,0.41,0.43,0.48,0.42,0.45,0.35,0.35,0.36,0.36,0.4
mobicents.csv,0.4,0.39,0.4,0.55,0.51,0.42,0.45,0.44,0.43,0.42,0.53,0.43,0.36,0.35,0.57,0.35,0.37,0.59
mp-rechnungs-und-kundenverwaltung.csv,0.36,0.56,0.47,0.57,0.67,0.88,0.55,0.42,0.76,0.43,0.48,0.83,0.95,0.51,0.67,0.37,0.71,0.52
openefm.csv,0.39,0.49,0.46,0.48,0.7,0.5,0.38,0.45,0.54,0.92,0.64,0.8,0.41,0.44,0.44,0.42,0.63,0.69
power-architect.csv,0.41,0.41,0.39,0.41,0.47,0.36,0.4,0.37,0.46,0.59,0.53,0.4,0.36,0.36,0.35,0.48,0.43,0.45
sidekar.csv,0.0,0.7,0.0,0.0,0.5,0.0,0.0,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.61
wheat.csv,0.56,0.45,0.73,0.65,0.72,0.49,0.5,0.39,0.47,0.64,0.49,0.64,0.36,0.44,0.44,0.33,0.49,0.62
yarp0.csv,0.41,0.49,0.73,0.52,0.61,0.46,0.69,0.53,0.89,0.49,0.66,0.5,0.54,0.34,0.47,0.36,0.44,0.5
