,campsoft.csv,paintown.csv,triplea.csv,fbmanager.csv,sqlpower-library.csv,sevenupdate.csv,freenet.csv,qlc.csv,officefloor.csv,botsnscouts.csv,google-caja.csv,yarp0.csv,kindb.csv,repositorium.csv,poormans.csv,illumination.csv,hibernate.csv,geogebra.csv
botsnscouts.csv,0.35,0.18,0.38,0.29,0.12,0.33,0.35,0.36,0.29,0.0,0.22,0.32,0.69,0.35,0.16,0.4,0.26,0.27
fbmanager.csv,0.55,0.22,0.1,0.0,0.24,0.33,0.33,0.26,0.77,0.07,0.3,0.29,0.31,0.44,0.45,0.32,0.39,0.28
freenet.csv,0.49,0.63,0.76,0.71,0.76,1.0,0.01,0.38,0.87,0.63,0.81,0.5,0.38,0.38,0.64,0.6,0.48,0.51
geogebra.csv,0.39,0.05,0.24,0.1,0.76,0.5,0.85,0.26,0.2,0.0,0.48,0.13,0.06,0.01,0.11,0.12,0.85,0.0
google-caja.csv,0.72,0.19,0.57,0.32,0.35,0.5,0.59,0.39,0.47,0.41,0.04,0.42,0.12,0.44,0.53,0.45,0.48,0.45
hibernate.csv,0.24,0.19,0.48,0.29,0.71,0.17,0.3,0.3,0.14,0.3,0.15,0.21,0.0,0.16,0.15,0.12,0.0,0.55
illumination.csv,0.11,0.62,0.48,0.48,0.35,0.0,0.14,0.03,0.34,0.04,0.33,0.0,0.12,0.06,0.16,0.0,0.18,0.41
kindb.csv,0.55,0.25,0.48,0.23,0.53,0.5,0.43,0.6,0.36,0.26,0.22,0.58,0.0,0.38,0.38,0.52,0.42,0.33
officefloor.csv,0.09,0.37,0.38,0.55,0.82,0.17,0.75,0.18,0.0,0.19,0.7,0.18,0.75,0.09,0.0,0.08,0.83,0.54
paintown.csv,0.56,0.01,0.43,0.35,0.29,0.33,0.56,0.51,0.46,0.26,0.48,0.55,0.25,0.57,0.35,0.54,0.42,0.48
poormans.csv,0.38,0.41,0.62,0.65,0.35,0.83,0.58,0.57,0.24,0.59,0.59,0.45,0.69,0.14,0.0,0.54,0.29,0.35
qlc.csv,0.01,0.14,0.1,0.13,0.0,0.17,0.05,0.0,0.05,0.04,0.07,0.05,0.0,0.2,0.09,0.06,0.02,0.08
repositorium.csv,0.38,0.33,0.9,0.42,0.76,0.5,0.59,0.37,0.34,0.56,0.63,0.34,0.19,0.0,0.37,0.26,0.36,0.82
sevenupdate.csv,0.67,0.95,0.71,0.77,0.82,0.0,0.63,0.88,0.99,0.67,0.67,0.95,0.94,0.99,0.83,0.86,0.84,0.7
sqlpower-library.csv,0.83,0.86,0.95,0.87,0.12,1.0,0.87,0.86,0.76,0.7,0.67,0.92,0.56,0.98,0.83,0.95,0.79,0.7
triplea.csv,0.59,0.37,0.05,0.42,0.41,0.33,0.59,0.56,0.54,0.48,0.37,0.37,0.69,0.73,0.65,0.48,0.42,0.39
yarp0.csv,0.38,0.14,0.24,0.32,0.24,0.33,0.43,0.2,0.45,0.07,0.22,0.0,0.12,0.24,0.37,0.22,0.34,0.15
