,recall,precision,pf,pci_20,ifa,wins
dspace-gsoc.csv,0.62,0.5,0.43,0.41,1.0,3
firebird.csv,0.64,0.51,0.4,0.44,1.0,6
flylegacy.csv,0.79,0.52,0.7,0.49,1.0,5
gzigzag.csv,0.38,0.72,0.16,0.54,0.0,14
hydrogen.csv,1.0,0.49,1.0,0.42,2.0,1
mcore3d.csv,0.57,0.56,0.32,0.46,1.0,10
nabu-library.csv,0.36,0.47,0.26,0.69,0.0,12
ogrehg.csv,0.59,0.54,0.29,0.53,0.0,13
qgo.csv,0.83,0.53,0.67,0.37,2.0,2
qtractor.csv,0.67,0.57,0.43,0.45,0.0,9
rhex.csv,0.38,0.56,0.24,0.5,2.0,7
rocrail.csv,0.68,0.53,0.32,0.45,1.0,11
webdriver.csv,0.69,0.56,0.47,0.46,0.0,8
xined.csv,0.0,0.0,0.0,0.0,101.0,0
yield.csv,0.84,0.5,0.58,0.36,0.0,4
