,rhex.csv,qgo.csv,flylegacy.csv,firebird.csv,mcore3d.csv,yield.csv,gzigzag.csv,webdriver.csv,hydrogen.csv,qtractor.csv,ogrehg.csv,dspace-gsoc.csv,nabu-library.csv,xined.csv,rocrail.csv
dspace-gsoc.csv,0.23,0.66,0.72,0.66,0.63,0.4,0.38,0.54,0.43,0.47,0.53,0.78,0.55,0.29,0.32
firebird.csv,0.28,0.58,0.61,0.61,0.71,0.64,0.41,0.57,0.44,0.63,0.57,0.74,0.44,0.38,0.45
flylegacy.csv,0.24,0.67,0.69,0.63,0.72,0.61,0.36,0.6,0.24,0.7,0.53,0.5,0.67,0.33,0.37
gzigzag.csv,0.12,0.74,0.47,0.49,0.53,0.23,0.48,0.61,0.5,0.5,0.41,0.3,0.5,0.52,0.5
hydrogen.csv,0.3,0.63,0.85,0.69,0.81,0.67,0.31,0.65,0.58,0.7,0.56,0.8,0.68,0.17,0.35
mcore3d.csv,0.22,0.62,0.74,0.56,0.75,0.68,0.37,0.44,0.3,0.53,0.46,0.25,0.31,0.27,0.56
nabu-library.csv,0.12,0.16,0.39,0.65,0.73,0.42,0.25,0.25,0.36,0.44,0.47,0.45,0.84,0.33,0.4
ogrehg.csv,0.29,0.5,0.52,0.46,0.72,0.7,0.42,0.52,0.43,0.61,0.64,0.44,0.35,0.35,0.52
qgo.csv,0.24,0.85,0.84,0.66,0.74,0.62,0.4,0.59,0.36,0.68,0.55,0.77,0.68,0.34,0.43
qtractor.csv,0.26,0.24,0.54,0.53,0.74,0.68,0.43,0.61,0.33,0.79,0.6,0.61,0.54,0.39,0.5
rhex.csv,0.49,0.61,0.64,0.45,0.28,0.42,0.28,0.47,0.44,0.44,0.4,0.05,0.48,0.22,0.46
rocrail.csv,0.42,0.64,0.73,0.55,0.51,0.51,0.36,0.57,0.5,0.61,0.53,0.34,0.82,0.34,0.59
webdriver.csv,0.28,0.67,0.67,0.65,0.72,0.69,0.41,0.73,0.33,0.64,0.55,0.66,0.37,0.39,0.49
xined.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52,0.0
yield.csv,0.23,0.71,0.79,0.67,0.75,0.75,0.39,0.66,0.32,0.72,0.63,0.63,0.5,0.4,0.46
