,olap-navigator.csv,ikvm.csv,sepgsql.csv,mcmc-jags.csv,pidgin.csv,libtorrent.csv,xstore.csv
ikvm.csv,0.49,0.87,0.17,0.29,0.39,0.51,0.39
libtorrent.csv,0.27,0.6,0.73,0.57,0.57,0.72,0.61
mcmc-jags.csv,0.52,0.6,0.6,0.81,0.64,0.63,0.66
olap-navigator.csv,0.84,0.45,0.79,0.45,0.65,0.48,0.55
pidgin.csv,0.57,0.55,0.69,0.32,0.73,0.5,0.67
sepgsql.csv,0.62,0.58,0.81,0.38,0.7,0.45,0.54
xstore.csv,0.49,0.36,0.13,0.31,0.48,0.42,0.67
