,net-snmp.csv,fontforge.csv,k3d.csv,patterntesting.csv,massiv.csv,t-2.csv,xreal.csv
fontforge.csv,0.64,1.0,0.31,0.45,0.84,0.27,0.81
k3d.csv,0.31,0.05,1.0,0.04,0.29,0.09,0.0
massiv.csv,0.0,0.0,0.0,0.0,1.0,0.0,0.0
net-snmp.csv,1.0,0.57,0.34,0.62,0.54,0.52,0.23
patterntesting.csv,0.66,0.43,0.56,1.0,0.73,0.61,0.71
t-2.csv,0.41,0.44,0.4,0.36,0.58,0.95,0.4
xreal.csv,0.0,0.0,0.0,0.0,0.0,0.0,1.0
