,net-snmp.csv,fontforge.csv,k3d.csv,patterntesting.csv,massiv.csv,t-2.csv,xreal.csv
fontforge.csv,0.73,1.0,0.27,0.4,1.0,0.23,1.0
k3d.csv,0.27,0.04,1.0,0.03,0.25,0.07,0.0
massiv.csv,0.0,0.0,0.0,0.0,1.0,0.0,0.0
net-snmp.csv,1.0,0.58,0.3,0.63,0.5,0.59,0.2
patterntesting.csv,0.66,0.38,0.53,1.0,0.75,0.63,0.8
t-2.csv,0.56,0.42,0.5,0.4,0.75,0.94,0.4
xreal.csv,0.0,0.0,0.0,0.0,0.0,0.0,1.0
