,jmoney.csv,array4j.csv,dxengine.csv,jsidplay2.csv,sblim.csv,piccolo2d.csv,jbpm.csv,log4net.csv,pustefix.csv,haggle.csv,jmonkeyengine.csv,mediate.csv,e-bio-flow.csv,tmva.csv,matrex.csv,freedom-erp.csv,jchassis.csv,emono.csv,thedata.csv
array4j.csv,0.28,0.68,0.44,0.49,0.33,0.49,0.51,0.59,0.34,0.34,0.29,0.0,0.49,0.15,0.37,0.48,0.0,0.36,0.61
dxengine.csv,0.58,0.35,0.77,0.49,0.74,0.1,0.02,0.0,0.05,0.19,0.0,0.38,0.2,0.21,0.67,0.0,0.0,0.36,0.49
e-bio-flow.csv,0.18,0.28,0.22,0.54,0.3,0.55,0.48,0.85,0.3,0.24,0.48,0.32,0.65,0.35,0.04,0.61,0.0,0.64,0.28
emono.csv,0.71,0.21,0.46,0.2,0.22,0.09,0.13,0.69,0.13,0.52,0.37,0.58,0.39,0.53,0.13,0.05,0.0,0.71,0.67
freedom-erp.csv,0.78,0.29,0.09,0.39,0.0,0.18,0.45,0.38,0.11,0.0,0.0,0.0,0.38,0.04,0.23,0.73,0.0,0.07,0.0
haggle.csv,0.29,0.07,0.41,0.29,0.27,0.35,0.66,0.37,0.58,0.62,0.63,0.1,0.62,0.11,0.09,0.01,0.0,0.1,0.25
jbpm.csv,0.24,0.14,0.09,0.04,0.11,0.0,0.79,0.0,0.26,0.17,0.2,0.0,0.24,0.01,0.15,0.24,0.0,0.0,0.29
jchassis.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.05,0.0,0.99,0.0,0.0
jmoney.csv,0.85,0.42,0.77,0.55,0.56,0.74,0.7,0.37,0.51,0.46,0.37,0.62,0.67,0.4,0.23,0.4,0.0,0.45,0.28
jmonkeyengine.csv,0.31,0.41,0.55,0.32,0.74,0.18,0.64,0.3,0.67,0.46,0.7,0.36,0.42,0.09,0.31,0.0,0.51,0.2,0.28
jsidplay2.csv,0.66,0.47,0.29,0.79,0.16,0.21,0.42,0.66,0.2,0.31,0.33,0.61,0.55,0.42,0.7,0.17,0.0,0.33,0.43
log4net.csv,0.68,0.56,0.23,0.29,0.21,0.64,0.29,0.97,0.16,0.1,0.0,0.61,0.49,0.17,0.55,0.33,0.0,0.36,0.28
matrex.csv,0.71,0.35,0.42,0.42,0.7,0.42,0.54,0.7,0.0,0.1,0.13,0.63,0.4,0.06,0.84,0.4,0.0,0.24,0.0
mediate.csv,0.34,0.37,0.3,0.15,0.27,0.75,0.73,0.65,0.39,0.53,0.48,0.69,0.47,0.26,0.42,0.46,0.64,0.11,0.0
piccolo2d.csv,0.69,0.49,0.26,0.52,0.58,0.84,0.54,0.7,0.11,0.32,0.43,0.59,0.5,0.31,0.72,0.6,0.0,0.24,0.29
pustefix.csv,0.27,0.22,0.67,0.28,0.27,0.4,0.51,0.36,0.59,0.35,0.55,0.25,0.49,0.62,0.22,0.53,0.84,0.52,0.28
sblim.csv,0.23,0.0,0.13,0.17,0.82,0.51,0.42,0.0,0.2,0.04,0.26,0.06,0.48,0.5,0.05,0.38,0.0,0.46,0.28
thedata.csv,0.64,0.55,0.7,0.64,0.69,0.45,0.34,0.54,0.5,0.52,0.31,0.51,0.52,0.45,0.59,0.48,0.0,0.6,0.99
tmva.csv,0.36,0.36,0.58,0.0,0.25,0.05,0.09,0.52,0.41,0.0,0.0,0.0,0.3,0.76,0.0,0.0,0.0,0.32,0.0
