,lamp.csv,sevenupdate.csv,retromenu.csv,intact.csv,jbpm.csv,rohxel.csv,jpaul.csv,encog-cs.csv,stemkit.csv,panda3d.csv,soar.csv,jchassis.csv,gephex.csv,opendvr.csv,mevenide.csv,thedata.csv
encog-cs.csv,13.0,0.0,11.0,1.0,1.0,0.0,1.0,0.0,8.0,3.0,0.0,10.0,0.0,0.0,0.0,8.0
gephex.csv,6.0,0.0,5.0,0.0,1.0,1.0,5.0,4.0,11.0,3.0,55.0,67.0,0.0,0.0,2.0,7.0
intact.csv,27.0,0.0,6.0,0.0,0.0,1.0,9.0,12.0,19.0,2.0,0.0,67.0,0.0,0.0,14.0,21.0
jbpm.csv,3.0,0.0,3.0,0.0,0.0,1.0,0.0,183.0,77.0,7.0,1.0,67.0,111.0,1.0,116.0,65.0
jchassis.csv,142.0,54.0,65.0,102.0,431.0,49.0,57.0,183.0,77.0,154.0,55.0,0.0,111.0,74.0,116.0,65.0
jpaul.csv,3.0,1.0,7.0,7.0,4.0,0.0,0.0,4.0,8.0,0.0,0.0,67.0,0.0,4.0,0.0,46.0
lamp.csv,0.0,0.0,1.0,3.0,2.0,0.0,1.0,0.0,4.0,6.0,0.0,67.0,0.0,0.0,2.0,12.0
mevenide.csv,13.0,0.0,6.0,7.0,26.0,0.0,5.0,2.0,3.0,2.0,0.0,9.0,0.0,0.0,0.0,12.0
opendvr.csv,4.0,0.0,10.0,1.0,1.0,0.0,4.0,2.0,5.0,2.0,0.0,67.0,0.0,0.0,0.0,5.0
panda3d.csv,15.0,0.0,0.0,3.0,4.0,0.0,57.0,6.0,7.0,0.0,1.0,67.0,1.0,0.0,2.0,5.0
retromenu.csv,3.0,0.0,0.0,3.0,1.0,0.0,1.0,2.0,77.0,2.0,0.0,67.0,1.0,0.0,1.0,8.0
rohxel.csv,13.0,0.0,12.0,1.0,1.0,0.0,1.0,13.0,11.0,3.0,0.0,10.0,0.0,0.0,0.0,7.0
sevenupdate.csv,13.0,0.0,21.0,5.0,1.0,0.0,1.0,4.0,11.0,3.0,0.0,10.0,0.0,0.0,0.0,9.0
soar.csv,12.0,0.0,13.0,1.0,1.0,0.0,11.0,16.0,9.0,3.0,0.0,10.0,2.0,0.0,5.0,10.0
stemkit.csv,13.0,0.0,65.0,0.0,1.0,0.0,5.0,15.0,0.0,3.0,0.0,10.0,0.0,0.0,0.0,12.0
thedata.csv,8.0,0.0,6.0,0.0,0.0,0.0,57.0,3.0,77.0,154.0,0.0,67.0,0.0,1.0,4.0,0.0
