,jahshakafx.csv,unladen-swallow.csv,plee-the-bear.csv,reaper-ecad.csv,nullc.csv,ns-3.csv,novembre.csv,emeraldemu.csv,open-beos.csv,maya-work-in-progress.csv,cornerstone.csv,unimrcp.csv,planeshift.csv,grafx2.csv,sbml.csv,kindb.csv,ardour.csv,netatalk.csv,pixel-commandos.csv,xmoto.csv
ardour.csv,0.64,0.29,0.18,0.38,0.57,0.42,0.42,0.58,0.39,0.7,0.47,0.0,0.69,0.52,0.75,0.52,0.69,0.33,0.18,0.63
cornerstone.csv,0.55,0.3,0.31,0.36,0.41,0.49,0.33,0.54,0.15,0.17,0.67,0.54,0.54,0.45,0.31,0.7,0.65,0.3,0.21,0.38
emeraldemu.csv,0.65,0.32,0.21,0.31,0.24,0.2,0.43,0.66,0.26,0.58,0.53,0.14,0.36,0.0,0.61,0.0,0.57,0.13,0.31,0.48
grafx2.csv,0.62,0.33,0.2,0.43,0.39,0.58,0.45,0.57,0.45,0.62,0.6,0.48,0.76,0.73,0.81,0.78,0.63,0.55,0.22,0.6
jahshakafx.csv,0.72,0.31,0.24,0.25,0.33,0.2,0.45,0.57,0.43,0.57,0.59,0.14,0.38,0.3,0.65,0.56,0.49,0.51,0.19,0.53
kindb.csv,0.64,0.29,0.12,0.29,0.66,0.61,0.43,0.59,0.54,0.64,0.65,0.53,0.79,0.77,0.83,0.89,0.73,0.56,0.17,0.68
maya-work-in-progress.csv,0.54,0.26,0.15,0.34,0.89,0.61,0.45,0.55,0.57,0.82,0.69,0.54,0.77,0.77,0.77,0.62,0.72,0.5,0.1,0.59
netatalk.csv,0.43,0.24,0.16,0.23,0.43,0.45,0.49,0.55,0.52,0.56,0.46,0.33,0.5,0.61,0.73,0.75,0.67,0.57,0.17,0.57
novembre.csv,0.61,0.32,0.19,0.33,0.11,0.22,0.52,0.5,0.41,0.43,0.49,0.16,0.27,0.48,0.39,0.61,0.52,0.54,0.57,0.49
ns-3.csv,0.51,0.28,0.1,0.04,0.85,0.79,0.43,0.31,0.55,0.55,0.59,0.42,0.83,0.68,0.69,0.81,0.72,0.42,0.06,0.63
nullc.csv,0.44,0.21,0.11,0.22,0.92,0.69,0.48,0.5,0.53,0.56,0.66,0.49,0.82,0.72,0.76,0.85,0.72,0.39,0.12,0.6
open-beos.csv,0.6,0.34,0.27,0.33,0.59,0.56,0.37,0.53,0.6,0.39,0.48,0.47,0.68,0.69,0.69,0.86,0.73,0.44,0.17,0.64
pixel-commandos.csv,0.0,0.14,0.04,0.09,0.0,0.01,0.0,0.03,0.04,0.0,0.04,0.0,0.0,0.09,0.1,0.0,0.07,0.13,0.33,0.0
planeshift.csv,0.54,0.23,0.11,0.23,0.85,0.77,0.46,0.5,0.58,0.66,0.65,0.43,0.86,0.76,0.84,0.81,0.71,0.46,0.08,0.62
plee-the-bear.csv,0.13,0.0,0.0,0.0,0.08,0.15,0.19,0.22,0.18,0.06,0.26,0.29,0.37,0.04,0.08,0.16,0.04,0.11,0.08,0.36
reaper-ecad.csv,0.06,0.14,0.06,0.45,0.0,0.03,0.12,0.14,0.07,0.06,0.21,0.0,0.17,0.0,0.0,0.0,0.11,0.13,0.33,0.05
sbml.csv,0.5,0.31,0.15,0.3,0.66,0.64,0.43,0.5,0.61,0.57,0.69,0.48,0.84,0.73,0.84,0.81,0.73,0.44,0.12,0.64
unimrcp.csv,0.53,0.19,0.13,0.31,0.54,0.35,0.27,0.4,0.4,0.57,0.52,0.65,0.37,0.0,0.25,0.38,0.54,0.0,0.08,0.53
unladen-swallow.csv,0.3,0.15,0.0,0.0,0.08,0.01,0.0,0.13,0.04,0.0,0.08,0.0,0.08,0.2,0.12,0.16,0.02,0.0,0.0,0.11
xmoto.csv,0.53,0.32,0.2,0.13,0.62,0.62,0.41,0.57,0.53,0.55,0.51,0.42,0.58,0.48,0.72,0.77,0.69,0.49,0.15,0.64
