,dxengine.csv,sblim.csv,piccolo2d.csv,jbpm.csv,log4net.csv,haggle.csv,e-bio-flow.csv,jgossipforum.csv,joustsim.csv,madman.csv,hannosset.csv,ngl.csv,jas.csv,wsmt.csv,nunit.csv
dxengine.csv,0.54,0.59,0.81,0.97,0.96,0.81,0.9,0.95,0.89,0.69,0.71,0.62,0.86,0.43,0.93
e-bio-flow.csv,0.73,0.94,0.7,0.86,0.7,0.57,0.67,0.67,0.67,0.5,0.45,0.67,0.89,0.67,0.81
haggle.csv,0.46,0.58,0.6,0.64,0.78,0.55,0.55,0.8,0.48,0.59,0.46,0.5,0.92,0.46,0.59
hannosset.csv,0.5,0.88,0.89,0.97,0.94,0.0,0.89,0.0,0.8,0.0,0.83,0.94,0.0,0.75,0.88
jas.csv,0.81,0.74,0.86,0.97,0.71,0.8,0.91,0.71,0.67,0.67,0.72,0.76,0.88,0.81,0.96
jbpm.csv,0.75,0.86,0.94,0.98,0.96,0.97,0.92,0.96,0.8,0.0,0.75,0.75,0.76,0.69,0.95
jgossipforum.csv,0.83,0.83,0.0,0.95,0.5,0.0,0.8,0.83,0.0,0.0,0.5,0.97,0.0,0.67,0.0
joustsim.csv,0.5,0.95,0.92,0.98,0.72,0.57,0.9,0.97,0.82,0.53,0.46,0.47,0.93,0.73,0.92
log4net.csv,0.0,0.0,0.5,0.9,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
madman.csv,0.0,0.91,0.92,0.93,0.93,0.86,0.92,0.0,0.67,0.88,0.8,0.94,0.67,0.8,0.94
ngl.csv,0.42,0.67,0.43,0.48,0.53,0.61,0.38,0.63,0.42,0.43,0.38,0.56,0.55,0.43,0.51
nunit.csv,0.92,0.63,0.61,0.98,0.91,0.94,0.54,0.8,0.77,0.8,0.92,0.98,0.92,0.57,0.89
piccolo2d.csv,0.0,0.0,0.92,0.82,0.9,0.0,0.93,0.0,0.96,0.0,0.0,0.5,0.81,0.88,0.86
sblim.csv,0.8,0.82,0.83,0.94,0.96,0.86,0.88,0.91,0.5,0.0,0.0,0.96,0.8,0.85,0.9
wsmt.csv,0.65,0.69,0.88,0.92,0.91,0.58,0.89,0.92,0.91,0.6,0.5,0.53,0.94,0.59,0.78
