,dxengine.csv,sblim.csv,piccolo2d.csv,jbpm.csv,log4net.csv,haggle.csv,e-bio-flow.csv,jgossipforum.csv,joustsim.csv,madman.csv,hannosset.csv,ngl.csv,jas.csv,wsmt.csv,nunit.csv
dxengine.csv,0.94,0.43,0.15,0.09,0.0,0.6,0.2,0.08,0.5,0.38,0.0,0.49,0.0,0.28,0.29
e-bio-flow.csv,0.24,0.16,0.4,0.1,0.0,0.68,0.95,0.0,0.26,0.43,0.06,0.48,0.0,0.11,0.2
haggle.csv,0.5,0.29,0.21,0.22,0.0,1.0,0.41,0.06,0.35,0.4,0.17,0.0,0.0,0.36,0.3
hannosset.csv,0.0,0.07,0.0,0.0,0.0,0.0,0.05,0.0,0.13,0.22,1.0,0.07,0.0,0.1,0.0
jas.csv,0.37,0.39,0.1,0.14,0.0,0.44,0.15,0.09,0.0,0.17,0.0,0.44,1.0,0.24,0.21
jbpm.csv,0.13,0.43,0.06,0.97,0.0,0.41,0.24,0.0,0.0,0.0,0.0,0.02,0.24,0.27,0.03
jgossipforum.csv,0.24,0.14,0.0,0.08,0.4,0.0,0.11,0.91,0.0,0.22,0.0,0.23,0.0,0.36,0.0
joustsim.csv,0.55,0.05,0.16,0.14,0.0,0.39,0.25,0.17,1.0,0.4,0.06,0.57,0.26,0.36,0.34
log4net.csv,0.0,0.0,0.13,0.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
madman.csv,0.07,0.36,0.24,0.03,0.0,0.15,0.29,0.0,0.0,1.0,0.18,0.11,0.0,0.2,0.21
ngl.csv,0.61,0.32,0.3,0.23,0.06,0.73,0.59,0.06,0.3,0.32,0.12,0.99,0.13,0.34,0.32
nunit.csv,0.26,0.38,0.25,0.37,0.0,0.27,0.38,0.03,0.29,0.07,0.11,0.21,0.19,0.31,0.97
piccolo2d.csv,0.0,0.0,1.0,0.19,0.0,0.03,0.31,0.0,0.05,0.0,0.0,0.02,0.07,0.19,0.13
sblim.csv,0.0,0.95,0.42,0.2,0.0,0.15,0.21,0.0,0.0,0.0,0.0,0.06,0.0,0.29,0.2
wsmt.csv,0.43,0.22,0.05,0.17,0.08,0.57,0.21,0.11,0.27,0.52,0.06,0.53,0.0,0.96,0.22
