,dxengine.csv,sblim.csv,piccolo2d.csv,jbpm.csv,log4net.csv,haggle.csv,e-bio-flow.csv,jgossipforum.csv,joustsim.csv,madman.csv,hannosset.csv,ngl.csv,jas.csv,wsmt.csv,nunit.csv
dxengine.csv,0.02,0.26,0.29,0.09,0.21,0.37,0.12,0.09,0.07,0.18,0.25,0.17,0.06,0.5,0.2
e-bio-flow.csv,0.2,0.15,0.23,0.2,0.25,0.46,0.0,0.01,0.15,0.29,0.41,0.19,0.08,0.03,0.28
haggle.csv,0.41,0.3,0.26,0.29,0.18,0.0,0.33,0.26,0.28,0.33,0.54,0.01,0.11,0.5,0.29
hannosset.csv,0.04,0.08,0.11,0.08,0.13,0.02,0.15,0.0,0.07,0.0,0.0,0.06,0.01,0.07,0.05
jas.csv,0.16,0.13,0.07,0.07,0.4,0.37,0.15,0.25,0.05,0.49,0.26,0.38,0.0,0.33,0.13
jbpm.csv,0.04,0.21,0.21,0.0,0.35,0.34,0.13,0.12,0.08,0.0,0.06,0.01,0.18,0.3,0.14
jgossipforum.csv,0.04,0.05,0.01,0.05,0.01,0.02,0.06,0.0,0.02,0.0,0.03,0.04,0.0,0.2,0.0
joustsim.csv,0.14,0.24,0.12,0.15,0.27,0.1,0.1,0.12,0.0,0.24,0.39,0.25,0.1,0.2,0.16
log4net.csv,0.0,0.0,0.01,0.02,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0
madman.csv,0.0,0.06,0.11,0.03,0.11,0.02,0.12,0.0,0.05,0.0,0.06,0.02,0.03,0.03,0.08
ngl.csv,0.55,0.54,0.54,0.46,0.66,0.46,0.54,0.29,0.48,0.69,0.61,0.02,0.42,0.63,0.53
nunit.csv,0.14,0.5,0.45,0.09,0.24,0.1,0.33,0.31,0.4,0.39,0.16,0.11,0.09,0.47,0.0
piccolo2d.csv,0.0,0.01,0.0,0.35,0.08,0.0,0.15,0.0,0.43,0.0,0.0,0.0,0.38,0.13,0.03
sblim.csv,0.1,0.01,0.02,0.03,0.21,0.02,0.08,0.05,0.03,0.02,0.01,0.1,0.04,0.2,0.03
wsmt.csv,0.2,0.51,0.29,0.22,0.16,0.15,0.1,0.05,0.13,0.18,0.36,0.23,0.14,0.03,0.27
