,dxengine.csv,sblim.csv,piccolo2d.csv,jbpm.csv,log4net.csv,haggle.csv,e-bio-flow.csv,jgossipforum.csv,joustsim.csv,madman.csv,hannosset.csv,ngl.csv,jas.csv,wsmt.csv,nunit.csv
dxengine.csv,0.08,0.52,0.82,0.93,1.02,0.61,0.87,0.8,0.55,0.53,1.03,0.65,1.0,0.92,0.73
e-bio-flow.csv,0.84,0.88,0.45,0.89,1.03,0.58,0.1,1.0,0.74,0.38,0.93,0.66,1.0,0.94,0.83
haggle.csv,0.58,0.7,0.74,0.68,1.02,0.0,0.68,0.65,0.54,0.41,0.63,1.0,1.01,0.85,0.69
hannosset.csv,1.0,0.96,1.01,1.0,1.01,1.0,0.98,1.0,0.91,0.88,0.0,0.97,1.0,0.95,1.0
jas.csv,0.72,0.65,0.93,0.89,1.08,0.76,0.91,0.47,1.0,0.79,1.03,0.73,0.0,0.89,0.84
jbpm.csv,0.93,0.54,0.95,0.06,1.06,0.77,0.84,1.01,1.0,1.0,1.0,0.99,0.53,0.85,0.98
jgossipforum.csv,0.85,0.91,1.0,0.94,0.67,1.0,0.94,0.0,1.0,0.88,1.0,0.87,1.0,0.77,1.0
joustsim.csv,0.54,0.98,0.85,0.86,1.04,0.75,0.84,0.42,0.0,0.45,0.92,0.57,0.63,0.77,0.69
log4net.csv,1.0,1.0,0.92,0.94,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
madman.csv,0.96,0.73,0.78,0.98,1.01,0.92,0.81,1.0,1.0,0.0,0.84,0.94,1.0,0.89,0.85
ngl.csv,0.56,0.67,0.58,0.64,0.66,0.54,0.57,0.66,0.6,0.69,0.79,0.02,0.65,0.93,0.68
nunit.csv,0.83,0.59,0.65,0.64,1.03,0.84,0.71,0.86,0.61,0.96,0.85,0.88,0.76,0.88,0.05
piccolo2d.csv,1.0,1.0,0.0,0.71,1.0,0.99,0.78,1.0,1.01,1.0,1.0,0.99,0.84,0.9,0.93
sblim.csv,1.0,0.05,0.69,0.87,1.02,0.92,0.87,1.0,1.0,1.0,1.0,0.97,1.0,0.82,0.88
wsmt.csv,0.66,0.82,0.97,0.78,0.69,0.59,0.87,0.8,0.74,0.31,0.91,0.61,1.01,0.07,0.8
