,dxengine.csv,sblim.csv,piccolo2d.csv,jbpm.csv,log4net.csv,haggle.csv,e-bio-flow.csv,jgossipforum.csv,joustsim.csv,madman.csv,hannosset.csv,ngl.csv,jas.csv,wsmt.csv,nunit.csv
dxengine.csv,0.93,0.55,0.23,0.08,0.0,0.51,0.13,0.2,0.45,0.5,0.0,0.37,0.0,0.23,0.3
e-bio-flow.csv,0.19,0.14,0.62,0.13,0.0,0.65,0.9,0.0,0.27,0.75,0.17,0.37,0.0,0.06,0.22
haggle.csv,0.59,0.36,0.31,0.38,0.0,1.0,0.4,0.4,0.55,0.75,0.67,0.0,0.0,0.31,0.38
hannosset.csv,0.0,0.05,0.0,0.0,0.0,0.0,0.03,0.0,0.09,0.12,1.0,0.04,0.0,0.06,0.0
jas.csv,0.3,0.36,0.08,0.12,0.0,0.34,0.1,0.6,0.0,0.38,0.0,0.37,1.0,0.17,0.18
jbpm.csv,0.07,0.5,0.08,0.94,0.0,0.31,0.17,0.0,0.0,0.0,0.0,0.01,0.5,0.2,0.02
jgossipforum.csv,0.15,0.09,0.0,0.06,0.33,0.0,0.07,1.0,0.0,0.12,0.0,0.13,0.0,0.26,0.0
joustsim.csv,0.48,0.05,0.15,0.15,0.0,0.26,0.17,0.6,1.0,0.62,0.17,0.48,0.38,0.26,0.32
log4net.csv,0.0,0.0,0.08,0.06,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
madman.csv,0.04,0.27,0.23,0.02,0.0,0.08,0.2,0.0,0.0,1.0,0.17,0.06,0.0,0.11,0.15
ngl.csv,0.89,0.59,0.77,0.56,1.0,0.72,0.8,0.4,0.64,1.0,0.5,1.0,0.5,0.31,0.57
nunit.csv,0.19,0.68,0.54,0.37,0.0,0.16,0.37,0.2,0.55,0.12,0.17,0.13,0.25,0.26,0.95
piccolo2d.csv,0.0,0.0,1.0,0.38,0.0,0.01,0.23,0.0,0.09,0.0,0.0,0.01,0.25,0.11,0.08
sblim.csv,0.0,0.95,0.31,0.13,0.0,0.08,0.13,0.0,0.0,0.0,0.0,0.04,0.0,0.2,0.12
wsmt.csv,0.37,0.36,0.08,0.25,0.33,0.43,0.13,0.2,0.27,0.75,0.17,0.43,0.0,0.94,0.25
